Date,Daily Mean PM2.5 Concentration,Units,Daily AQI Value
07-06-2022,9.2,ug/m3 LC,51
08-06-2022,8.3,ug/m3 LC,46
09-06-2022,9.3,ug/m3 LC,51
10-06-2022,12.2,ug/m3 LC,57
11-06-2022,8.1,ug/m3 LC,45
12-06-2022,7.1,ug/m3 LC,39
13-06-2022,3.2,ug/m3 LC,18
14-06-2022,9.9,ug/m3 LC,52
15-06-2022,11.6,ug/m3 LC,56
16-06-2022,10,ug/m3 LC,53
17-06-2022,7.7,ug/m3 LC,43
18-06-2022,3.7,ug/m3 LC,21
19-06-2022,5,ug/m3 LC,28
20-06-2022,7.6,ug/m3 LC,42
21-06-2022,11.3,ug/m3 LC,55
22-06-2022,8.2,ug/m3 LC,46
23-06-2022,12.5,ug/m3 LC,57
24-06-2022,8.9,ug/m3 LC,49
25-06-2022,8.5,ug/m3 LC,47
26-06-2022,8.7,ug/m3 LC,48
27-06-2022,10,ug/m3 LC,53
28-06-2022,9.3,ug/m3 LC,51
29-06-2022,7.2,ug/m3 LC,40
30-06-2022,5.6,ug/m3 LC,31
01-07-2022,6.6,ug/m3 LC,37
02-07-2022,8.1,ug/m3 LC,45
03-07-2022,6.7,ug/m3 LC,37
04-07-2022,28.5,ug/m3 LC,87
05-07-2022,18.6,ug/m3 LC,69
06-07-2022,6.1,ug/m3 LC,34
07-07-2022,8.9,ug/m3 LC,49
12-07-2022,9,ug/m3 LC,50
13-07-2022,9.9,ug/m3 LC,52
14-07-2022,12.4,ug/m3 LC,57
15-07-2022,12.1,ug/m3 LC,57
16-07-2022,14,ug/m3 LC,60
19-07-2022,6.6,ug/m3 LC,37
20-07-2022,10.3,ug/m3 LC,53
26-07-2022,9.8,ug/m3 LC,52
27-07-2022,10.2,ug/m3 LC,53
28-07-2022,12.8,ug/m3 LC,58
29-07-2022,11.9,ug/m3 LC,56
30-07-2022,10.4,ug/m3 LC,53
31-07-2022,7.6,ug/m3 LC,42
01-08-2022,12.3,ug/m3 LC,57
02-08-2022,10.7,ug/m3 LC,54
03-08-2022,12.5,ug/m3 LC,57
04-08-2022,12.9,ug/m3 LC,58
05-08-2022,8.8,ug/m3 LC,49
06-08-2022,9,ug/m3 LC,50
07-08-2022,12.1,ug/m3 LC,57
08-08-2022,9.8,ug/m3 LC,52
09-08-2022,9.7,ug/m3 LC,52
10-08-2022,10.5,ug/m3 LC,54
11-08-2022,14.1,ug/m3 LC,60
12-08-2022,12.4,ug/m3 LC,57
13-08-2022,9.8,ug/m3 LC,52
14-08-2022,8.9,ug/m3 LC,49
15-08-2022,11.8,ug/m3 LC,56
16-08-2022,16.4,ug/m3 LC,65
17-08-2022,17.3,ug/m3 LC,66
18-08-2022,14.9,ug/m3 LC,62
19-08-2022,16.2,ug/m3 LC,64
20-08-2022,9.7,ug/m3 LC,52
21-08-2022,4.2,ug/m3 LC,23
22-08-2022,7,ug/m3 LC,39
27-08-2022,9.1,ug/m3 LC,51
28-08-2022,6.6,ug/m3 LC,37
29-08-2022,13.7,ug/m3 LC,60
30-08-2022,17.9,ug/m3 LC,67
31-08-2022,20.1,ug/m3 LC,71
01-09-2022,19.7,ug/m3 LC,71
02-09-2022,29,ug/m3 LC,88
03-09-2022,15.8,ug/m3 LC,63
04-09-2022,16.2,ug/m3 LC,64
05-09-2022,15.2,ug/m3 LC,62
06-09-2022,21.8,ug/m3 LC,75
07-09-2022,21.1,ug/m3 LC,73
08-09-2022,16.7,ug/m3 LC,65
09-09-2022,20.1,ug/m3 LC,71
10-09-2022,9.9,ug/m3 LC,52
11-09-2022,15.5,ug/m3 LC,63
12-09-2022,13.8,ug/m3 LC,60
13-09-2022,7.5,ug/m3 LC,42
14-09-2022,10,ug/m3 LC,53
15-09-2022,13.8,ug/m3 LC,60
16-09-2022,13.3,ug/m3 LC,59
17-09-2022,13.3,ug/m3 LC,59
18-09-2022,5.2,ug/m3 LC,29
19-09-2022,5.9,ug/m3 LC,33
20-09-2022,4.9,ug/m3 LC,27
21-09-2022,5.6,ug/m3 LC,31
22-09-2022,10.6,ug/m3 LC,54
23-09-2022,14.5,ug/m3 LC,61
24-09-2022,15,ug/m3 LC,62
25-09-2022,14.7,ug/m3 LC,61
26-09-2022,14.9,ug/m3 LC,62
27-09-2022,15.1,ug/m3 LC,62
28-09-2022,16.4,ug/m3 LC,65
29-09-2022,11.1,ug/m3 LC,55
05-10-2022,21,ug/m3 LC,73
06-10-2022,21.7,ug/m3 LC,74
07-10-2022,16.9,ug/m3 LC,66
08-10-2022,15.7,ug/m3 LC,63
09-10-2022,14.2,ug/m3 LC,61
10-10-2022,15.2,ug/m3 LC,62
11-10-2022,16.8,ug/m3 LC,65
12-10-2022,15.8,ug/m3 LC,63
13-10-2022,17.2,ug/m3 LC,66
14-10-2022,22.4,ug/m3 LC,76
15-10-2022,16.9,ug/m3 LC,66
16-10-2022,11.1,ug/m3 LC,55
17-10-2022,18.9,ug/m3 LC,69
18-10-2022,25.3,ug/m3 LC,81
19-10-2022,25.2,ug/m3 LC,81
20-10-2022,17.5,ug/m3 LC,67
21-10-2022,15.5,ug/m3 LC,63
22-10-2022,7.8,ug/m3 LC,43
23-10-2022,8.1,ug/m3 LC,45
24-10-2022,10.1,ug/m3 LC,53
25-10-2022,10.3,ug/m3 LC,53
26-10-2022,13.1,ug/m3 LC,58
27-10-2022,15.9,ug/m3 LC,64
28-10-2022,16.9,ug/m3 LC,66
29-10-2022,20.5,ug/m3 LC,72
30-10-2022,22.6,ug/m3 LC,76
31-10-2022,23.9,ug/m3 LC,79
01-11-2022,15.6,ug/m3 LC,63
02-11-2022,4.7,ug/m3 LC,26
03-11-2022,8.6,ug/m3 LC,48
04-11-2022,17.6,ug/m3 LC,67
05-11-2022,22.5,ug/m3 LC,76
06-11-2022,14.1,ug/m3 LC,60
07-11-2022,4,ug/m3 LC,22
08-11-2022,7.3,ug/m3 LC,41
09-11-2022,6.2,ug/m3 LC,34
10-11-2022,19.5,ug/m3 LC,70
11-11-2022,33.8,ug/m3 LC,97
12-11-2022,43.2,ug/m3 LC,120
13-11-2022,20.6,ug/m3 LC,72
14-11-2022,20.1,ug/m3 LC,71
15-11-2022,35.8,ug/m3 LC,102
16-11-2022,38.1,ug/m3 LC,107
17-11-2022,35,ug/m3 LC,99
18-11-2022,44,ug/m3 LC,122
19-11-2022,47.4,ug/m3 LC,130
20-11-2022,38.4,ug/m3 LC,108
21-11-2022,43,ug/m3 LC,119
22-11-2022,46.2,ug/m3 LC,127
23-11-2022,46.7,ug/m3 LC,129
24-11-2022,32.5,ug/m3 LC,95
25-11-2022,32.7,ug/m3 LC,95
26-11-2022,37.8,ug/m3 LC,107
27-11-2022,39.5,ug/m3 LC,111
28-11-2022,36.7,ug/m3 LC,104
29-11-2022,14.4,ug/m3 LC,61
30-11-2022,23.5,ug/m3 LC,78
01-12-2022,16.5,ug/m3 LC,65
02-12-2022,6.9,ug/m3 LC,38
03-12-2022,27.4,ug/m3 LC,85
04-12-2022,7.7,ug/m3 LC,43
05-12-2022,11.8,ug/m3 LC,56
06-12-2022,11.9,ug/m3 LC,56
07-12-2022,12.4,ug/m3 LC,57
08-12-2022,18.6,ug/m3 LC,69
09-12-2022,21.9,ug/m3 LC,75
10-12-2022,9.9,ug/m3 LC,52
11-12-2022,6.7,ug/m3 LC,37
12-12-2022,8.9,ug/m3 LC,49
13-12-2022,12.7,ug/m3 LC,58
14-12-2022,19,ug/m3 LC,69
15-12-2022,35.1,ug/m3 LC,99
16-12-2022,54.7,ug/m3 LC,148
17-12-2022,58.6,ug/m3 LC,153
18-12-2022,52.6,ug/m3 LC,143
19-12-2022,51.8,ug/m3 LC,141
20-12-2022,49,ug/m3 LC,134
21-12-2022,54,ug/m3 LC,147
22-12-2022,35.9,ug/m3 LC,102
23-12-2022,31.2,ug/m3 LC,92
24-12-2022,37,ug/m3 LC,105
25-12-2022,53.6,ug/m3 LC,146
26-12-2022,44.5,ug/m3 LC,123
27-12-2022,30.8,ug/m3 LC,91
01-01-2022,20.6,ug/m3 LC,72
02-01-2022,20.6,ug/m3 LC,72
03-01-2022,15.3,ug/m3 LC,63
04-01-2022,14.3,ug/m3 LC,61
05-01-2022,14.3,ug/m3 LC,61
06-01-2022,19.8,ug/m3 LC,71
07-01-2022,31.7,ug/m3 LC,93
08-01-2022,35.3,ug/m3 LC,100
09-01-2022,21.9,ug/m3 LC,75
10-01-2022,29.9,ug/m3 LC,90
11-01-2022,33.1,ug/m3 LC,96
12-01-2022,44.4,ug/m3 LC,123
13-01-2022,48.9,ug/m3 LC,134
14-01-2022,53.9,ug/m3 LC,146
15-01-2022,44.1,ug/m3 LC,122
16-01-2022,41,ug/m3 LC,115
17-01-2022,39.1,ug/m3 LC,110
18-01-2022,29.1,ug/m3 LC,88
19-01-2022,39.8,ug/m3 LC,112
01-01-2022,18.1,ug/m3 LC,68
02-01-2022,17.6,ug/m3 LC,67
03-01-2022,13.3,ug/m3 LC,59
04-01-2022,13.5,ug/m3 LC,59
05-01-2022,19,ug/m3 LC,69
06-01-2022,21.5,ug/m3 LC,74
07-01-2022,33.1,ug/m3 LC,96
08-01-2022,33.5,ug/m3 LC,96
09-01-2022,21,ug/m3 LC,73
10-01-2022,28.5,ug/m3 LC,87
11-01-2022,34.6,ug/m3 LC,99
12-01-2022,46.3,ug/m3 LC,128
13-01-2022,48.5,ug/m3 LC,133
14-01-2022,50.8,ug/m3 LC,139
15-01-2022,42.7,ug/m3 LC,119
16-01-2022,41.6,ug/m3 LC,116
17-01-2022,41.8,ug/m3 LC,117
18-01-2022,33.9,ug/m3 LC,97
19-01-2022,39.5,ug/m3 LC,111
20-01-2022,48,ug/m3 LC,132
21-01-2022,58.1,ug/m3 LC,153
22-01-2022,34,ug/m3 LC,97
23-01-2022,27.1,ug/m3 LC,85
24-01-2022,22.1,ug/m3 LC,75
25-01-2022,27.7,ug/m3 LC,86
26-01-2022,22,ug/m3 LC,75
27-01-2022,26.6,ug/m3 LC,84
28-01-2022,15.8,ug/m3 LC,63
29-01-2022,32.6,ug/m3 LC,95
30-01-2022,20.4,ug/m3 LC,72
31-01-2022,26.2,ug/m3 LC,83
01-02-2022,27.4,ug/m3 LC,85
02-02-2022,12,ug/m3 LC,56
03-02-2022,16.8,ug/m3 LC,65
04-02-2022,16.3,ug/m3 LC,64
05-02-2022,18.5,ug/m3 LC,69
06-02-2022,24,ug/m3 LC,79
08-02-2022,34.9,ug/m3 LC,99
09-02-2022,36.8,ug/m3 LC,104
10-02-2022,40,ug/m3 LC,112
11-02-2022,37.1,ug/m3 LC,105
12-02-2022,18.8,ug/m3 LC,69
13-02-2022,11.8,ug/m3 LC,56
14-02-2022,11.5,ug/m3 LC,55
15-02-2022,4,ug/m3 LC,22
16-02-2022,3,ug/m3 LC,17
17-02-2022,12.4,ug/m3 LC,57
18-02-2022,20.8,ug/m3 LC,73
19-02-2022,25.5,ug/m3 LC,82
20-02-2022,22.2,ug/m3 LC,75
21-02-2022,8.2,ug/m3 LC,46
22-02-2022,4,ug/m3 LC,22
23-02-2022,6,ug/m3 LC,33
24-02-2022,8.5,ug/m3 LC,47
25-02-2022,13.3,ug/m3 LC,59
26-02-2022,17.2,ug/m3 LC,66
27-02-2022,15.5,ug/m3 LC,63
28-02-2022,15.3,ug/m3 LC,63
01-03-2022,16.2,ug/m3 LC,64
03-03-2022,13.3,ug/m3 LC,59
05-03-2022,5.2,ug/m3 LC,29
06-03-2022,9.1,ug/m3 LC,51
07-03-2022,10.3,ug/m3 LC,53
08-03-2022,9.5,ug/m3 LC,52
09-03-2022,10.4,ug/m3 LC,53
10-03-2022,8.3,ug/m3 LC,46
11-03-2022,6.4,ug/m3 LC,36
12-03-2022,6,ug/m3 LC,33
13-03-2022,4.9,ug/m3 LC,27
14-03-2022,8.8,ug/m3 LC,49
15-03-2022,10.6,ug/m3 LC,54
16-03-2022,6,ug/m3 LC,33
17-03-2022,8.9,ug/m3 LC,49
18-03-2022,9.5,ug/m3 LC,52
19-03-2022,7.4,ug/m3 LC,41
20-03-2022,4.7,ug/m3 LC,26
21-03-2022,7.1,ug/m3 LC,39
22-03-2022,9.4,ug/m3 LC,52
23-03-2022,8.9,ug/m3 LC,49
24-03-2022,9,ug/m3 LC,50
25-03-2022,11.7,ug/m3 LC,56
26-03-2022,9.2,ug/m3 LC,51
27-03-2022,11,ug/m3 LC,55
28-03-2022,3.5,ug/m3 LC,19
29-03-2022,4.8,ug/m3 LC,27
30-03-2022,11.8,ug/m3 LC,56
31-03-2022,11.2,ug/m3 LC,55
06-04-2022,1,ug/m3 LC,6
07-04-2022,13.5,ug/m3 LC,59
08-04-2022,14.3,ug/m3 LC,61
09-04-2022,11,ug/m3 LC,55
10-04-2022,6.3,ug/m3 LC,35
11-04-2022,5.3,ug/m3 LC,29
12-04-2022,3.7,ug/m3 LC,21
13-04-2022,5.8,ug/m3 LC,32
14-04-2022,6.8,ug/m3 LC,38
15-04-2022,4.8,ug/m3 LC,27
16-04-2022,3.8,ug/m3 LC,21
17-04-2022,6,ug/m3 LC,33
18-04-2022,6.5,ug/m3 LC,36
19-04-2022,3.6,ug/m3 LC,20
20-04-2022,3.6,ug/m3 LC,20
23-04-2022,5.8,ug/m3 LC,32
24-04-2022,5.8,ug/m3 LC,32
25-04-2022,7.8,ug/m3 LC,43
27-04-2022,10.1,ug/m3 LC,53
28-04-2022,7.2,ug/m3 LC,40
29-04-2022,8.2,ug/m3 LC,46
30-04-2022,8.6,ug/m3 LC,48
01-05-2022,5.3,ug/m3 LC,29
02-05-2022,6.3,ug/m3 LC,35
03-05-2022,5.7,ug/m3 LC,32
04-05-2022,8.8,ug/m3 LC,49
05-05-2022,10.5,ug/m3 LC,54
06-05-2022,4.8,ug/m3 LC,27
07-05-2022,5.4,ug/m3 LC,30
08-05-2022,5.1,ug/m3 LC,28
09-05-2022,4.7,ug/m3 LC,26
10-05-2022,3.9,ug/m3 LC,22
13-05-2022,5.8,ug/m3 LC,32
14-05-2022,7.9,ug/m3 LC,44
15-05-2022,9,ug/m3 LC,50
16-05-2022,4.8,ug/m3 LC,27
17-05-2022,6.5,ug/m3 LC,36
18-05-2022,16.3,ug/m3 LC,64
19-05-2022,9.6,ug/m3 LC,52
20-05-2022,11,ug/m3 LC,55
21-05-2022,7,ug/m3 LC,39
22-05-2022,7.7,ug/m3 LC,43
23-05-2022,9.6,ug/m3 LC,52
25-05-2022,14.4,ug/m3 LC,61
26-05-2022,15.9,ug/m3 LC,64
27-05-2022,10.1,ug/m3 LC,53
28-05-2022,7.4,ug/m3 LC,41
29-05-2022,7.3,ug/m3 LC,41
30-05-2022,9,ug/m3 LC,50
31-05-2022,9.5,ug/m3 LC,52
01-06-2022,11.7,ug/m3 LC,56
02-06-2022,11.5,ug/m3 LC,55
03-06-2022,7.6,ug/m3 LC,42
06-06-2022,6.2,ug/m3 LC,34
07-06-2022,8.9,ug/m3 LC,49
08-06-2022,8.2,ug/m3 LC,46
09-06-2022,8.3,ug/m3 LC,46
10-06-2022,11.1,ug/m3 LC,55
11-06-2022,7.5,ug/m3 LC,42
12-06-2022,6.6,ug/m3 LC,37
13-06-2022,4.5,ug/m3 LC,25
14-06-2022,9.4,ug/m3 LC,52
15-06-2022,11.7,ug/m3 LC,56
16-06-2022,10.7,ug/m3 LC,54
17-06-2022,7.8,ug/m3 LC,43
18-06-2022,4.8,ug/m3 LC,27
19-06-2022,5.9,ug/m3 LC,33
20-06-2022,8.9,ug/m3 LC,49
21-06-2022,11.3,ug/m3 LC,55
22-06-2022,9.8,ug/m3 LC,52
23-06-2022,14.8,ug/m3 LC,62
24-06-2022,9.9,ug/m3 LC,52
25-06-2022,9.4,ug/m3 LC,52
26-06-2022,9.2,ug/m3 LC,51
27-06-2022,10.5,ug/m3 LC,54
29-06-2022,7.9,ug/m3 LC,44
30-06-2022,7,ug/m3 LC,39
01-07-2022,8,ug/m3 LC,44
02-07-2022,8.2,ug/m3 LC,46
03-07-2022,7.5,ug/m3 LC,42
04-07-2022,43.7,ug/m3 LC,121
05-07-2022,17.1,ug/m3 LC,66
06-07-2022,6.6,ug/m3 LC,37
07-07-2022,7.8,ug/m3 LC,43
08-07-2022,8.8,ug/m3 LC,49
09-07-2022,7,ug/m3 LC,39
10-07-2022,8.3,ug/m3 LC,46
11-07-2022,11,ug/m3 LC,55
12-07-2022,11.1,ug/m3 LC,55
13-07-2022,10.7,ug/m3 LC,54
14-07-2022,12.9,ug/m3 LC,58
15-07-2022,8.6,ug/m3 LC,48
16-07-2022,13.1,ug/m3 LC,58
17-07-2022,13.3,ug/m3 LC,59
18-07-2022,8.3,ug/m3 LC,46
19-07-2022,9.1,ug/m3 LC,51
22-07-2022,10.4,ug/m3 LC,53
23-07-2022,9.3,ug/m3 LC,51
24-07-2022,9.9,ug/m3 LC,52
25-07-2022,9.9,ug/m3 LC,52
26-07-2022,9.1,ug/m3 LC,51
27-07-2022,9.6,ug/m3 LC,52
28-07-2022,11.3,ug/m3 LC,55
29-07-2022,11.3,ug/m3 LC,55
30-07-2022,10.4,ug/m3 LC,53
31-07-2022,8.7,ug/m3 LC,48
01-08-2022,11.5,ug/m3 LC,55
02-08-2022,10.9,ug/m3 LC,54
03-08-2022,11.6,ug/m3 LC,56
04-08-2022,12.8,ug/m3 LC,58
05-08-2022,10.4,ug/m3 LC,53
06-08-2022,9.5,ug/m3 LC,52
07-08-2022,9.3,ug/m3 LC,51
08-08-2022,9.4,ug/m3 LC,52
09-08-2022,9.5,ug/m3 LC,52
10-08-2022,9.7,ug/m3 LC,52
11-08-2022,12.5,ug/m3 LC,57
12-08-2022,11,ug/m3 LC,55
13-08-2022,10.4,ug/m3 LC,53
14-08-2022,9.3,ug/m3 LC,51
15-08-2022,14,ug/m3 LC,60
16-08-2022,18.4,ug/m3 LC,68
17-08-2022,17.7,ug/m3 LC,67
18-08-2022,17,ug/m3 LC,66
19-08-2022,18,ug/m3 LC,68
20-08-2022,14.5,ug/m3 LC,61
21-08-2022,11.3,ug/m3 LC,55
22-08-2022,12.8,ug/m3 LC,58
23-08-2022,18,ug/m3 LC,68
24-08-2022,17.4,ug/m3 LC,66
25-08-2022,13.5,ug/m3 LC,59
26-08-2022,12.2,ug/m3 LC,57
27-08-2022,11.5,ug/m3 LC,55
28-08-2022,9.5,ug/m3 LC,52
29-08-2022,13.3,ug/m3 LC,59
30-08-2022,17.5,ug/m3 LC,67
31-08-2022,21,ug/m3 LC,73
03-09-2022,19.6,ug/m3 LC,71
04-09-2022,19.1,ug/m3 LC,70
05-09-2022,19.5,ug/m3 LC,70
06-09-2022,21,ug/m3 LC,73
07-09-2022,19.5,ug/m3 LC,70
08-09-2022,22.1,ug/m3 LC,75
09-09-2022,28.6,ug/m3 LC,87
10-09-2022,14.4,ug/m3 LC,61
11-09-2022,16.7,ug/m3 LC,65
12-09-2022,23.3,ug/m3 LC,77
13-09-2022,19.1,ug/m3 LC,70
14-09-2022,15.9,ug/m3 LC,64
15-09-2022,14.4,ug/m3 LC,61
24-09-2022,17.8,ug/m3 LC,67
25-09-2022,17,ug/m3 LC,66
26-09-2022,16.3,ug/m3 LC,64
27-09-2022,16.7,ug/m3 LC,65
28-09-2022,17.9,ug/m3 LC,67
29-09-2022,12.7,ug/m3 LC,58
30-09-2022,15.8,ug/m3 LC,63
01-10-2022,15.5,ug/m3 LC,63
02-10-2022,10.8,ug/m3 LC,54
03-10-2022,12.9,ug/m3 LC,58
04-10-2022,16.4,ug/m3 LC,65
05-10-2022,22,ug/m3 LC,75
06-10-2022,19.5,ug/m3 LC,70
07-10-2022,13.1,ug/m3 LC,58
08-10-2022,18.7,ug/m3 LC,69
09-10-2022,16.3,ug/m3 LC,64
10-10-2022,18.7,ug/m3 LC,69
11-10-2022,8.9,ug/m3 LC,49
12-10-2022,16.5,ug/m3 LC,65
13-10-2022,17.1,ug/m3 LC,66
14-10-2022,22.2,ug/m3 LC,75
15-10-2022,19.2,ug/m3 LC,70
16-10-2022,10.5,ug/m3 LC,54
17-10-2022,14.8,ug/m3 LC,62
18-10-2022,19.3,ug/m3 LC,70
19-10-2022,21.6,ug/m3 LC,74
20-10-2022,17.7,ug/m3 LC,67
21-10-2022,16.1,ug/m3 LC,64
22-10-2022,8.3,ug/m3 LC,46
23-10-2022,8.7,ug/m3 LC,48
24-10-2022,10.8,ug/m3 LC,54
25-10-2022,11.8,ug/m3 LC,56
26-10-2022,11.9,ug/m3 LC,56
27-10-2022,12.5,ug/m3 LC,57
28-10-2022,37.3,ug/m3 LC,105
29-10-2022,14,ug/m3 LC,60
30-10-2022,15.5,ug/m3 LC,63
31-10-2022,18.1,ug/m3 LC,68
01-11-2022,11.2,ug/m3 LC,55
02-11-2022,2.3,ug/m3 LC,13
03-11-2022,3.8,ug/m3 LC,21
06-11-2022,7.8,ug/m3 LC,43
07-11-2022,2.8,ug/m3 LC,16
08-11-2022,3.6,ug/m3 LC,20
09-11-2022,4.1,ug/m3 LC,23
10-11-2022,18,ug/m3 LC,68
11-11-2022,29.9,ug/m3 LC,90
12-11-2022,46.3,ug/m3 LC,128
13-11-2022,18.2,ug/m3 LC,68
14-11-2022,24,ug/m3 LC,79
15-11-2022,35.5,ug/m3 LC,101
16-11-2022,33.8,ug/m3 LC,97
17-11-2022,32.3,ug/m3 LC,94
18-11-2022,43.1,ug/m3 LC,120
19-11-2022,43.6,ug/m3 LC,121
20-11-2022,38.6,ug/m3 LC,109
21-11-2022,40.7,ug/m3 LC,114
22-11-2022,42.1,ug/m3 LC,117
23-11-2022,46.8,ug/m3 LC,129
24-11-2022,32.8,ug/m3 LC,95
25-11-2022,36.4,ug/m3 LC,103
26-11-2022,43.5,ug/m3 LC,121
27-11-2022,39.7,ug/m3 LC,111
28-11-2022,36.8,ug/m3 LC,104
29-11-2022,11.1,ug/m3 LC,55
30-11-2022,22.2,ug/m3 LC,75
01-12-2022,15.4,ug/m3 LC,63
02-12-2022,3.9,ug/m3 LC,22
03-12-2022,24.6,ug/m3 LC,80
04-12-2022,7.2,ug/m3 LC,40
05-12-2022,8.9,ug/m3 LC,49
06-12-2022,8.4,ug/m3 LC,47
07-12-2022,8.3,ug/m3 LC,46
08-12-2022,13.7,ug/m3 LC,60
09-12-2022,15.8,ug/m3 LC,63
10-12-2022,6.3,ug/m3 LC,35
11-12-2022,4.3,ug/m3 LC,24
12-12-2022,6.1,ug/m3 LC,34
13-12-2022,9.8,ug/m3 LC,52
14-12-2022,21.1,ug/m3 LC,73
15-12-2022,35.2,ug/m3 LC,100
16-12-2022,52.9,ug/m3 LC,144
17-12-2022,54.7,ug/m3 LC,148
18-12-2022,52.2,ug/m3 LC,142
19-12-2022,46.7,ug/m3 LC,129
20-12-2022,43.7,ug/m3 LC,121
21-12-2022,48.6,ug/m3 LC,133
22-12-2022,31.1,ug/m3 LC,92
23-12-2022,26.3,ug/m3 LC,83
24-12-2022,30.6,ug/m3 LC,91
25-12-2022,44,ug/m3 LC,122
26-12-2022,40.9,ug/m3 LC,114
27-12-2022,31,ug/m3 LC,92
28-12-2022,9.7,ug/m3 LC,52
29-12-2022,12.2,ug/m3 LC,57
30-12-2022,10,ug/m3 LC,53
31-12-2022,7.5,ug/m3 LC,42
05-01-2022,46.1,ug/m3 LC,127
17-01-2022,42,ug/m3 LC,117
03-02-2022,17,ug/m3 LC,66
12-02-2022,17.4,ug/m3 LC,66
08-03-2022,9.2,ug/m3 LC,51
18-03-2022,9.7,ug/m3 LC,52
23-04-2022,5.7,ug/m3 LC,32
05-05-2022,5.4,ug/m3 LC,30
17-05-2022,7.1,ug/m3 LC,39
29-05-2022,4.3,ug/m3 LC,24
10-06-2022,10.5,ug/m3 LC,54
22-06-2022,9.3,ug/m3 LC,51
04-07-2022,1,ug/m3 LC,6
23-07-2022,9.3,ug/m3 LC,51
03-10-2022,12.7,ug/m3 LC,58
08-10-2022,14.5,ug/m3 LC,61
27-10-2022,3.8,ug/m3 LC,21
01-11-2022,10.4,ug/m3 LC,53
13-11-2022,15,ug/m3 LC,62
30-11-2022,21.8,ug/m3 LC,75
07-12-2022,56.3,ug/m3 LC,152
19-12-2022,47.5,ug/m3 LC,131
01-01-2022,17.7,ug/m3 LC,67
02-01-2022,16.5,ug/m3 LC,65
03-01-2022,11.4,ug/m3 LC,55
04-01-2022,12.1,ug/m3 LC,57
05-01-2022,16,ug/m3 LC,64
06-01-2022,17.4,ug/m3 LC,66
07-01-2022,26.2,ug/m3 LC,83
08-01-2022,27.7,ug/m3 LC,86
09-01-2022,15.6,ug/m3 LC,63
10-01-2022,23.5,ug/m3 LC,78
11-01-2022,28.8,ug/m3 LC,88
12-01-2022,38.5,ug/m3 LC,108
13-01-2022,42.1,ug/m3 LC,117
14-01-2022,43.5,ug/m3 LC,121
15-01-2022,34.7,ug/m3 LC,99
16-01-2022,36.2,ug/m3 LC,103
17-01-2022,36.1,ug/m3 LC,102
18-01-2022,28.7,ug/m3 LC,88
19-01-2022,33.8,ug/m3 LC,97
20-01-2022,42,ug/m3 LC,117
21-01-2022,52.5,ug/m3 LC,143
22-01-2022,29.2,ug/m3 LC,88
23-01-2022,24.3,ug/m3 LC,79
24-01-2022,19.1,ug/m3 LC,70
25-01-2022,23.8,ug/m3 LC,78
26-01-2022,19.9,ug/m3 LC,71
27-01-2022,23.7,ug/m3 LC,78
28-01-2022,15.6,ug/m3 LC,63
29-01-2022,28.2,ug/m3 LC,87
30-01-2022,20.2,ug/m3 LC,72
31-01-2022,23.1,ug/m3 LC,77
01-02-2022,24.2,ug/m3 LC,79
02-02-2022,10.9,ug/m3 LC,54
03-02-2022,15.1,ug/m3 LC,62
04-02-2022,16,ug/m3 LC,64
05-02-2022,16.7,ug/m3 LC,65
06-02-2022,22.2,ug/m3 LC,75
07-02-2022,33.4,ug/m3 LC,96
08-02-2022,33,ug/m3 LC,96
09-02-2022,34.9,ug/m3 LC,99
10-02-2022,38.2,ug/m3 LC,108
11-02-2022,35.8,ug/m3 LC,102
12-02-2022,21,ug/m3 LC,73
13-02-2022,13.1,ug/m3 LC,58
14-02-2022,12.7,ug/m3 LC,58
15-02-2022,3.4,ug/m3 LC,19
16-02-2022,4.1,ug/m3 LC,23
17-02-2022,12.2,ug/m3 LC,57
18-02-2022,20.9,ug/m3 LC,73
19-02-2022,24.5,ug/m3 LC,80
20-02-2022,21.8,ug/m3 LC,75
21-02-2022,6.5,ug/m3 LC,36
22-02-2022,3.6,ug/m3 LC,20
23-02-2022,5.5,ug/m3 LC,31
24-02-2022,7.9,ug/m3 LC,44
25-02-2022,11.5,ug/m3 LC,55
26-02-2022,16.5,ug/m3 LC,65
27-02-2022,15,ug/m3 LC,62
28-02-2022,15.5,ug/m3 LC,63
01-03-2022,16.7,ug/m3 LC,65
02-03-2022,17.4,ug/m3 LC,66
03-03-2022,13.1,ug/m3 LC,58
04-03-2022,4,ug/m3 LC,22
05-03-2022,4.1,ug/m3 LC,23
06-03-2022,8.3,ug/m3 LC,46
07-03-2022,9,ug/m3 LC,50
08-03-2022,8.5,ug/m3 LC,47
09-03-2022,9.3,ug/m3 LC,51
10-03-2022,9.5,ug/m3 LC,52
11-03-2022,6.2,ug/m3 LC,34
12-03-2022,5.2,ug/m3 LC,29
13-03-2022,4.4,ug/m3 LC,24
14-03-2022,7.6,ug/m3 LC,42
15-03-2022,9.1,ug/m3 LC,51
16-03-2022,5.9,ug/m3 LC,33
17-03-2022,9.2,ug/m3 LC,51
18-03-2022,10.3,ug/m3 LC,53
19-03-2022,8,ug/m3 LC,44
20-03-2022,4.7,ug/m3 LC,26
21-03-2022,7.4,ug/m3 LC,41
22-03-2022,10.4,ug/m3 LC,53
23-03-2022,8.7,ug/m3 LC,48
