Date,Daily Mean PM2.5 Concentration,Units,Daily AQI Value
30-04-2022,2.9,ug/m3 LC,16
01-05-2022,1.8,ug/m3 LC,10
02-05-2022,2.5,ug/m3 LC,14
03-05-2022,1.9,ug/m3 LC,11
04-05-2022,2,ug/m3 LC,11
05-05-2022,3.4,ug/m3 LC,19
06-05-2022,1.9,ug/m3 LC,11
07-05-2022,1.6,ug/m3 LC,9
08-05-2022,1.6,ug/m3 LC,9
09-05-2022,1.2,ug/m3 LC,7
10-05-2022,1.7,ug/m3 LC,9
11-05-2022,1.5,ug/m3 LC,8
12-05-2022,3.3,ug/m3 LC,18
13-05-2022,3.5,ug/m3 LC,19
14-05-2022,2.5,ug/m3 LC,14
15-05-2022,1.4,ug/m3 LC,8
16-05-2022,2.4,ug/m3 LC,13
17-05-2022,2.4,ug/m3 LC,13
18-05-2022,3.8,ug/m3 LC,21
19-05-2022,1.3,ug/m3 LC,7
20-05-2022,1.5,ug/m3 LC,8
21-05-2022,0.5,ug/m3 LC,3
22-05-2022,3.6,ug/m3 LC,20
23-05-2022,2.1,ug/m3 LC,12
24-05-2022,4.4,ug/m3 LC,24
25-05-2022,1.5,ug/m3 LC,8
26-05-2022,3,ug/m3 LC,17
27-05-2022,2.6,ug/m3 LC,14
28-05-2022,1.4,ug/m3 LC,8
29-05-2022,0,ug/m3 LC,0
30-05-2022,1.4,ug/m3 LC,8
31-05-2022,1.5,ug/m3 LC,8
01-06-2022,2,ug/m3 LC,11
02-06-2022,1.5,ug/m3 LC,8
03-06-2022,1.6,ug/m3 LC,9
04-06-2022,1.1,ug/m3 LC,6
05-06-2022,2.3,ug/m3 LC,13
06-06-2022,3.3,ug/m3 LC,18
07-06-2022,2.4,ug/m3 LC,13
08-06-2022,2.3,ug/m3 LC,13
09-06-2022,2.6,ug/m3 LC,14
10-06-2022,2.1,ug/m3 LC,12
11-06-2022,2,ug/m3 LC,11
12-06-2022,0.3,ug/m3 LC,2
13-06-2022,1.1,ug/m3 LC,6
14-06-2022,2.1,ug/m3 LC,12
15-06-2022,2.4,ug/m3 LC,13
16-06-2022,3.8,ug/m3 LC,21
17-06-2022,1.2,ug/m3 LC,7
18-06-2022,1.2,ug/m3 LC,7
19-06-2022,3,ug/m3 LC,17
20-06-2022,2.4,ug/m3 LC,13
21-06-2022,0.9,ug/m3 LC,5
22-06-2022,2.7,ug/m3 LC,15
23-06-2022,4,ug/m3 LC,22
24-06-2022,3.6,ug/m3 LC,20
25-06-2022,3.7,ug/m3 LC,21
26-06-2022,3.7,ug/m3 LC,21
27-06-2022,0.7,ug/m3 LC,4
28-06-2022,1.4,ug/m3 LC,8
29-06-2022,3.5,ug/m3 LC,19
30-06-2022,2.3,ug/m3 LC,13
01-07-2022,1,ug/m3 LC,6
02-07-2022,1.7,ug/m3 LC,9
03-07-2022,1.7,ug/m3 LC,9
04-07-2022,2.5,ug/m3 LC,14
05-07-2022,3.9,ug/m3 LC,22
06-07-2022,4.1,ug/m3 LC,23
07-07-2022,3,ug/m3 LC,17
08-07-2022,3.7,ug/m3 LC,21
09-07-2022,3.1,ug/m3 LC,17
10-07-2022,3.3,ug/m3 LC,18
11-07-2022,5.4,ug/m3 LC,30
12-07-2022,6.6,ug/m3 LC,37
13-07-2022,4.4,ug/m3 LC,24
14-07-2022,3.9,ug/m3 LC,22
15-07-2022,3.6,ug/m3 LC,20
16-07-2022,3.4,ug/m3 LC,19
17-07-2022,3.7,ug/m3 LC,21
18-07-2022,3.4,ug/m3 LC,19
19-07-2022,3.2,ug/m3 LC,18
20-07-2022,3.4,ug/m3 LC,19
21-07-2022,2.4,ug/m3 LC,13
22-07-2022,2.5,ug/m3 LC,14
23-07-2022,2,ug/m3 LC,11
24-07-2022,16.2,ug/m3 LC,64
25-07-2022,15,ug/m3 LC,62
26-07-2022,10.3,ug/m3 LC,53
27-07-2022,7.3,ug/m3 LC,41
28-07-2022,7.7,ug/m3 LC,43
29-07-2022,6.7,ug/m3 LC,37
30-07-2022,7.4,ug/m3 LC,41
31-07-2022,7.6,ug/m3 LC,42
01-08-2022,6.2,ug/m3 LC,34
02-08-2022,6.2,ug/m3 LC,34
03-08-2022,5.7,ug/m3 LC,32
04-08-2022,5.3,ug/m3 LC,29
05-08-2022,6.5,ug/m3 LC,36
06-08-2022,5.2,ug/m3 LC,29
07-08-2022,4.1,ug/m3 LC,23
08-08-2022,4.2,ug/m3 LC,23
09-08-2022,3.9,ug/m3 LC,22
10-08-2022,3.2,ug/m3 LC,18
11-08-2022,1.6,ug/m3 LC,9
12-08-2022,2.5,ug/m3 LC,14
13-08-2022,2.4,ug/m3 LC,13
14-08-2022,2.2,ug/m3 LC,12
15-08-2022,4.6,ug/m3 LC,26
16-08-2022,7.2,ug/m3 LC,40
17-08-2022,9.8,ug/m3 LC,52
18-08-2022,4.7,ug/m3 LC,26
19-08-2022,5.8,ug/m3 LC,32
20-08-2022,4,ug/m3 LC,22
21-08-2022,5,ug/m3 LC,28
22-08-2022,4.3,ug/m3 LC,24
23-08-2022,4.1,ug/m3 LC,23
24-08-2022,3.2,ug/m3 LC,18
25-08-2022,3.7,ug/m3 LC,21
26-08-2022,3.2,ug/m3 LC,18
27-08-2022,2.1,ug/m3 LC,12
28-08-2022,2.7,ug/m3 LC,15
29-08-2022,2.7,ug/m3 LC,15
30-08-2022,3.2,ug/m3 LC,18
31-08-2022,2.8,ug/m3 LC,16
13-01-2022,22.5,ug/m3 LC,76
14-01-2022,12.2,ug/m3 LC,57
15-01-2022,10.9,ug/m3 LC,54
16-01-2022,10.9,ug/m3 LC,54
17-01-2022,16.5,ug/m3 LC,65
18-01-2022,19.8,ug/m3 LC,71
19-01-2022,16.3,ug/m3 LC,64
20-01-2022,20.3,ug/m3 LC,72
21-01-2022,9.8,ug/m3 LC,52
22-01-2022,10,ug/m3 LC,53
23-01-2022,9.2,ug/m3 LC,51
24-01-2022,18.5,ug/m3 LC,69
25-01-2022,9.3,ug/m3 LC,51
26-01-2022,12.2,ug/m3 LC,57
27-01-2022,8.8,ug/m3 LC,49
28-01-2022,9.6,ug/m3 LC,52
29-01-2022,11.8,ug/m3 LC,56
30-01-2022,13.8,ug/m3 LC,60
31-01-2022,12.1,ug/m3 LC,57
01-02-2022,7.7,ug/m3 LC,43
02-02-2022,11.4,ug/m3 LC,55
03-02-2022,12.4,ug/m3 LC,57
04-02-2022,13.5,ug/m3 LC,59
05-02-2022,9.9,ug/m3 LC,52
06-02-2022,7,ug/m3 LC,39
07-02-2022,12.6,ug/m3 LC,58
08-02-2022,14.9,ug/m3 LC,62
09-02-2022,10.3,ug/m3 LC,53
10-02-2022,10.9,ug/m3 LC,54
11-02-2022,11.4,ug/m3 LC,55
12-02-2022,12.6,ug/m3 LC,58
13-02-2022,12.4,ug/m3 LC,57
14-02-2022,10,ug/m3 LC,53
15-02-2022,5.8,ug/m3 LC,32
16-02-2022,11.3,ug/m3 LC,55
17-02-2022,8,ug/m3 LC,44
18-02-2022,8.2,ug/m3 LC,46
19-02-2022,11.6,ug/m3 LC,56
20-02-2022,8.2,ug/m3 LC,46
21-02-2022,3.5,ug/m3 LC,19
22-02-2022,8.6,ug/m3 LC,48
23-02-2022,9,ug/m3 LC,50
24-02-2022,7.2,ug/m3 LC,40
25-02-2022,8.4,ug/m3 LC,47
26-02-2022,12.4,ug/m3 LC,57
27-02-2022,9.8,ug/m3 LC,52
28-02-2022,12.5,ug/m3 LC,57
01-03-2022,10.1,ug/m3 LC,53
02-03-2022,10.7,ug/m3 LC,54
03-03-2022,13.9,ug/m3 LC,60
04-03-2022,7.2,ug/m3 LC,40
05-03-2022,9.7,ug/m3 LC,52
06-03-2022,12.5,ug/m3 LC,57
07-03-2022,10.2,ug/m3 LC,53
08-03-2022,11.2,ug/m3 LC,55
09-03-2022,10.4,ug/m3 LC,53
10-03-2022,8.9,ug/m3 LC,49
11-03-2022,11,ug/m3 LC,55
12-03-2022,6.9,ug/m3 LC,38
13-03-2022,8.7,ug/m3 LC,48
14-03-2022,9.2,ug/m3 LC,51
15-03-2022,6.3,ug/m3 LC,35
16-03-2022,8.8,ug/m3 LC,49
17-03-2022,13.2,ug/m3 LC,59
09-04-2022,7,ug/m3 LC,39
10-04-2022,4.2,ug/m3 LC,23
11-04-2022,5.8,ug/m3 LC,32
12-04-2022,7.8,ug/m3 LC,43
13-04-2022,7.3,ug/m3 LC,41
14-04-2022,6.7,ug/m3 LC,37
15-04-2022,10,ug/m3 LC,53
16-04-2022,8.7,ug/m3 LC,48
17-04-2022,5.6,ug/m3 LC,31
18-04-2022,8.3,ug/m3 LC,46
19-04-2022,7.4,ug/m3 LC,41
20-04-2022,6.9,ug/m3 LC,38
21-04-2022,8.4,ug/m3 LC,47
22-04-2022,9.6,ug/m3 LC,52
23-04-2022,6.5,ug/m3 LC,36
24-04-2022,5,ug/m3 LC,28
25-04-2022,7.9,ug/m3 LC,44
26-04-2022,13.3,ug/m3 LC,59
27-04-2022,11.7,ug/m3 LC,56
28-04-2022,8.5,ug/m3 LC,47
29-04-2022,9.7,ug/m3 LC,52
30-04-2022,6,ug/m3 LC,33
01-05-2022,4.3,ug/m3 LC,24
02-05-2022,4.7,ug/m3 LC,26
03-05-2022,3.7,ug/m3 LC,21
04-05-2022,6.5,ug/m3 LC,36
05-05-2022,10.5,ug/m3 LC,54
06-05-2022,8.3,ug/m3 LC,46
07-05-2022,4.2,ug/m3 LC,23
08-05-2022,5.5,ug/m3 LC,31
09-05-2022,6.9,ug/m3 LC,38
10-05-2022,7.2,ug/m3 LC,40
11-05-2022,9,ug/m3 LC,50
12-05-2022,5.8,ug/m3 LC,32
13-05-2022,5,ug/m3 LC,28
14-05-2022,4.3,ug/m3 LC,24
15-05-2022,4.6,ug/m3 LC,26
16-05-2022,4.5,ug/m3 LC,25
17-05-2022,6,ug/m3 LC,33
18-05-2022,6.7,ug/m3 LC,37
19-05-2022,3.2,ug/m3 LC,18
20-05-2022,4.4,ug/m3 LC,24
21-05-2022,3.7,ug/m3 LC,21
22-05-2022,3.9,ug/m3 LC,22
23-05-2022,6.4,ug/m3 LC,36
24-05-2022,6.4,ug/m3 LC,36
25-05-2022,4.9,ug/m3 LC,27
26-05-2022,5.8,ug/m3 LC,32
27-05-2022,6.4,ug/m3 LC,36
28-05-2022,3.9,ug/m3 LC,22
29-05-2022,3.8,ug/m3 LC,21
30-05-2022,2.2,ug/m3 LC,12
31-05-2022,3.9,ug/m3 LC,22
01-06-2022,3.6,ug/m3 LC,20
02-06-2022,6.7,ug/m3 LC,37
03-06-2022,5.5,ug/m3 LC,31
04-06-2022,4.6,ug/m3 LC,26
05-06-2022,4,ug/m3 LC,22
06-06-2022,5.1,ug/m3 LC,28
07-06-2022,6.7,ug/m3 LC,37
08-06-2022,7.5,ug/m3 LC,42
09-06-2022,6.5,ug/m3 LC,36
10-06-2022,3,ug/m3 LC,17
11-06-2022,2.5,ug/m3 LC,14
12-06-2022,3,ug/m3 LC,17
13-06-2022,3.7,ug/m3 LC,21
14-06-2022,5.9,ug/m3 LC,33
15-06-2022,5.9,ug/m3 LC,33
16-06-2022,5,ug/m3 LC,28
17-06-2022,4.7,ug/m3 LC,26
18-06-2022,3.4,ug/m3 LC,19
19-06-2022,2.2,ug/m3 LC,12
20-06-2022,4,ug/m3 LC,22
21-06-2022,3.7,ug/m3 LC,21
22-06-2022,5.5,ug/m3 LC,31
23-06-2022,6.4,ug/m3 LC,36
24-06-2022,7,ug/m3 LC,39
25-06-2022,5.4,ug/m3 LC,30
26-06-2022,4.8,ug/m3 LC,27
27-06-2022,3.5,ug/m3 LC,19
28-06-2022,3.5,ug/m3 LC,19
29-06-2022,4.3,ug/m3 LC,24
30-06-2022,5.2,ug/m3 LC,29
01-07-2022,3.8,ug/m3 LC,21
02-07-2022,1.8,ug/m3 LC,10
03-07-2022,2.4,ug/m3 LC,13
04-07-2022,5.2,ug/m3 LC,29
05-07-2022,3.2,ug/m3 LC,18
06-07-2022,4.4,ug/m3 LC,24
07-07-2022,3.7,ug/m3 LC,21
08-07-2022,3.3,ug/m3 LC,18
09-07-2022,2.2,ug/m3 LC,12
10-07-2022,4,ug/m3 LC,22
11-07-2022,5.7,ug/m3 LC,32
12-07-2022,9,ug/m3 LC,50
13-07-2022,5.2,ug/m3 LC,29
14-07-2022,3.7,ug/m3 LC,21
15-07-2022,5.6,ug/m3 LC,31
16-07-2022,3,ug/m3 LC,17
17-07-2022,4.5,ug/m3 LC,25
18-07-2022,3.9,ug/m3 LC,22
19-07-2022,6,ug/m3 LC,33
20-07-2022,3.9,ug/m3 LC,22
21-07-2022,3.2,ug/m3 LC,18
22-07-2022,3.7,ug/m3 LC,21
23-07-2022,3.2,ug/m3 LC,18
24-07-2022,16,ug/m3 LC,64
25-07-2022,11.7,ug/m3 LC,56
26-07-2022,11.4,ug/m3 LC,55
27-07-2022,8.3,ug/m3 LC,46
28-07-2022,9.7,ug/m3 LC,52
29-07-2022,9.1,ug/m3 LC,51
31-07-2022,9.7,ug/m3 LC,52
01-08-2022,9,ug/m3 LC,50
02-08-2022,9.4,ug/m3 LC,52
03-08-2022,9,ug/m3 LC,50
04-08-2022,8.5,ug/m3 LC,47
05-08-2022,9.2,ug/m3 LC,51
06-08-2022,7.5,ug/m3 LC,42
07-08-2022,6.3,ug/m3 LC,35
08-08-2022,6.1,ug/m3 LC,34
09-08-2022,7.6,ug/m3 LC,42
10-08-2022,5.1,ug/m3 LC,28
11-08-2022,3.3,ug/m3 LC,18
12-08-2022,4.9,ug/m3 LC,27
13-08-2022,5.7,ug/m3 LC,32
14-08-2022,4.8,ug/m3 LC,27
15-08-2022,8.8,ug/m3 LC,49
16-08-2022,11.5,ug/m3 LC,55
27-08-2022,4.5,ug/m3 LC,25
28-08-2022,4.5,ug/m3 LC,25
30-08-2022,8.8,ug/m3 LC,49
31-08-2022,5.3,ug/m3 LC,29
01-09-2022,5.2,ug/m3 LC,29
02-09-2022,5.1,ug/m3 LC,28
03-09-2022,4.2,ug/m3 LC,23
04-09-2022,4.4,ug/m3 LC,24
05-09-2022,6.5,ug/m3 LC,36
06-09-2022,8.9,ug/m3 LC,49
07-09-2022,10.5,ug/m3 LC,54
08-09-2022,11.7,ug/m3 LC,56
09-09-2022,21,ug/m3 LC,73
10-09-2022,20.2,ug/m3 LC,72
11-09-2022,14.3,ug/m3 LC,61
12-09-2022,15.3,ug/m3 LC,63
13-09-2022,15,ug/m3 LC,62
15-09-2022,26.5,ug/m3 LC,83
16-09-2022,14.7,ug/m3 LC,61
17-09-2022,16,ug/m3 LC,64
18-09-2022,7.7,ug/m3 LC,43
19-09-2022,6.1,ug/m3 LC,34
20-09-2022,6.1,ug/m3 LC,34
21-09-2022,9.7,ug/m3 LC,52
29-09-2022,6,ug/m3 LC,33
01-10-2022,5.6,ug/m3 LC,31
02-10-2022,6.7,ug/m3 LC,37
03-10-2022,6.7,ug/m3 LC,37
04-10-2022,7,ug/m3 LC,39
05-10-2022,7.2,ug/m3 LC,40
06-10-2022,6.8,ug/m3 LC,38
07-10-2022,5.6,ug/m3 LC,31
08-10-2022,5.8,ug/m3 LC,32
09-10-2022,5.7,ug/m3 LC,32
10-10-2022,6,ug/m3 LC,33
11-10-2022,12.1,ug/m3 LC,57
12-10-2022,10.9,ug/m3 LC,54
13-10-2022,6,ug/m3 LC,33
14-10-2022,5.5,ug/m3 LC,31
15-10-2022,4.6,ug/m3 LC,26
16-10-2022,5.3,ug/m3 LC,29
17-10-2022,7.9,ug/m3 LC,44
22-10-2022,4.8,ug/m3 LC,27
23-10-2022,5.3,ug/m3 LC,29
24-10-2022,4.7,ug/m3 LC,26
25-10-2022,9.7,ug/m3 LC,52
26-10-2022,4.8,ug/m3 LC,27
27-10-2022,7.5,ug/m3 LC,42
28-10-2022,15,ug/m3 LC,62
29-10-2022,15.7,ug/m3 LC,63
30-10-2022,11.3,ug/m3 LC,55
31-10-2022,12.8,ug/m3 LC,58
01-11-2022,9.7,ug/m3 LC,52
02-11-2022,9.8,ug/m3 LC,52
03-11-2022,16.5,ug/m3 LC,65
04-11-2022,12.4,ug/m3 LC,57
05-11-2022,15,ug/m3 LC,62
06-11-2022,13.2,ug/m3 LC,59
07-11-2022,12,ug/m3 LC,56
08-11-2022,8.8,ug/m3 LC,49
09-11-2022,15,ug/m3 LC,62
10-11-2022,14.4,ug/m3 LC,61
11-11-2022,12.9,ug/m3 LC,58
12-11-2022,20.5,ug/m3 LC,72
13-11-2022,13.4,ug/m3 LC,59
14-11-2022,8.1,ug/m3 LC,45
15-11-2022,6.2,ug/m3 LC,34
16-11-2022,7.9,ug/m3 LC,44
17-11-2022,20.9,ug/m3 LC,73
18-11-2022,11.9,ug/m3 LC,56
19-11-2022,11,ug/m3 LC,55
20-11-2022,15.1,ug/m3 LC,62
21-11-2022,18.9,ug/m3 LC,69
22-11-2022,19.2,ug/m3 LC,70
23-11-2022,16.5,ug/m3 LC,65
24-11-2022,7.6,ug/m3 LC,42
25-11-2022,20.9,ug/m3 LC,73
26-11-2022,18.1,ug/m3 LC,68
27-11-2022,16,ug/m3 LC,64
28-11-2022,9.8,ug/m3 LC,52
29-11-2022,17,ug/m3 LC,66
30-11-2022,14.3,ug/m3 LC,61
02-12-2022,15.4,ug/m3 LC,63
03-12-2022,19.8,ug/m3 LC,71
04-12-2022,16.1,ug/m3 LC,64
05-12-2022,18.3,ug/m3 LC,68
06-12-2022,13.1,ug/m3 LC,58
07-12-2022,7.5,ug/m3 LC,42
09-12-2022,14.7,ug/m3 LC,61
10-12-2022,11.7,ug/m3 LC,56
11-12-2022,9.8,ug/m3 LC,52
12-12-2022,15.9,ug/m3 LC,64
13-12-2022,15,ug/m3 LC,62
14-12-2022,16.8,ug/m3 LC,65
19-12-2022,29.1,ug/m3 LC,88
20-12-2022,54.5,ug/m3 LC,148
21-12-2022,75.5,ug/m3 LC,165
22-12-2022,52.9,ug/m3 LC,144
23-12-2022,47,ug/m3 LC,129
24-12-2022,31.8,ug/m3 LC,93
25-12-2022,39.2,ug/m3 LC,110
26-12-2022,27,ug/m3 LC,84
27-12-2022,7.1,ug/m3 LC,39
28-12-2022,16.4,ug/m3 LC,65
29-12-2022,12.9,ug/m3 LC,58
30-12-2022,12.5,ug/m3 LC,57
15-01-2022,21.7,ug/m3 LC,74
17-01-2022,48,ug/m3 LC,132
23-01-2022,22.3,ug/m3 LC,76
26-01-2022,20.8,ug/m3 LC,73
03-02-2022,21.3,ug/m3 LC,74
13-02-2022,28.2,ug/m3 LC,87
16-02-2022,16.8,ug/m3 LC,65
19-02-2022,27,ug/m3 LC,84
22-02-2022,15.8,ug/m3 LC,63
25-02-2022,20.5,ug/m3 LC,72
28-02-2022,18.8,ug/m3 LC,69
03-03-2022,22.9,ug/m3 LC,77
06-03-2022,24.1,ug/m3 LC,79
09-03-2022,11.3,ug/m3 LC,55
24-03-2022,9.4,ug/m3 LC,52
27-03-2022,11.8,ug/m3 LC,56
30-03-2022,12.3,ug/m3 LC,57
02-04-2022,11.3,ug/m3 LC,55
05-04-2022,7.3,ug/m3 LC,41
08-04-2022,12.2,ug/m3 LC,57
11-04-2022,3.3,ug/m3 LC,18
14-04-2022,3,ug/m3 LC,17
17-04-2022,9.8,ug/m3 LC,52
20-04-2022,5.2,ug/m3 LC,29
23-04-2022,13.2,ug/m3 LC,59
26-04-2022,13.6,ug/m3 LC,59
29-04-2022,9,ug/m3 LC,50
02-05-2022,6.2,ug/m3 LC,34
05-05-2022,8.4,ug/m3 LC,47
08-05-2022,6.2,ug/m3 LC,34
09-05-2022,4.8,ug/m3 LC,27
11-05-2022,8.6,ug/m3 LC,48
14-05-2022,7.6,ug/m3 LC,42
17-05-2022,4.3,ug/m3 LC,24
20-05-2022,6.3,ug/m3 LC,35
23-05-2022,4.2,ug/m3 LC,23
26-05-2022,4.8,ug/m3 LC,27
29-05-2022,2.7,ug/m3 LC,15
01-06-2022,2.8,ug/m3 LC,16
04-06-2022,2.2,ug/m3 LC,12
07-06-2022,3,ug/m3 LC,17
10-06-2022,2.8,ug/m3 LC,16
13-06-2022,2.3,ug/m3 LC,13
16-06-2022,2.5,ug/m3 LC,14
19-06-2022,2.5,ug/m3 LC,14
22-06-2022,4,ug/m3 LC,22
25-06-2022,4.6,ug/m3 LC,26
28-06-2022,3.7,ug/m3 LC,21
01-07-2022,2.3,ug/m3 LC,13
04-07-2022,2.2,ug/m3 LC,12
07-07-2022,5.5,ug/m3 LC,31
10-07-2022,4.4,ug/m3 LC,24
13-07-2022,5.8,ug/m3 LC,32
16-07-2022,16.5,ug/m3 LC,65
19-07-2022,5,ug/m3 LC,28
28-07-2022,7.5,ug/m3 LC,42
03-08-2022,5.7,ug/m3 LC,32
04-08-2022,5.1,ug/m3 LC,28
06-08-2022,4.8,ug/m3 LC,27
09-08-2022,4.5,ug/m3 LC,25
12-08-2022,3,ug/m3 LC,17
15-08-2022,3.9,ug/m3 LC,22
18-08-2022,4.6,ug/m3 LC,26
21-08-2022,5.4,ug/m3 LC,30
24-08-2022,3.8,ug/m3 LC,21
27-08-2022,3.8,ug/m3 LC,21
30-08-2022,5.2,ug/m3 LC,29
02-09-2022,4.5,ug/m3 LC,25
05-09-2022,5.3,ug/m3 LC,29
08-09-2022,7.5,ug/m3 LC,42
11-09-2022,33,ug/m3 LC,96
14-09-2022,88.6,ug/m3 LC,174
17-09-2022,46.2,ug/m3 LC,127
20-09-2022,4.4,ug/m3 LC,24
23-09-2022,4.7,ug/m3 LC,26
26-09-2022,4,ug/m3 LC,22
29-09-2022,3,ug/m3 LC,17
02-10-2022,4.8,ug/m3 LC,27
05-10-2022,4.1,ug/m3 LC,23
08-10-2022,6,ug/m3 LC,33
11-10-2022,7.6,ug/m3 LC,42
14-10-2022,3.7,ug/m3 LC,21
17-10-2022,7.3,ug/m3 LC,41
20-10-2022,7.1,ug/m3 LC,39
23-10-2022,6,ug/m3 LC,33
26-10-2022,14.6,ug/m3 LC,61
29-10-2022,20.3,ug/m3 LC,72
01-11-2022,9.8,ug/m3 LC,52
04-11-2022,37.6,ug/m3 LC,106
07-11-2022,12,ug/m3 LC,56
10-11-2022,24.9,ug/m3 LC,80
13-11-2022,28,ug/m3 LC,86
17-11-2022,34.4,ug/m3 LC,98
19-11-2022,14.6,ug/m3 LC,61
25-11-2022,31,ug/m3 LC,92
28-11-2022,27.4,ug/m3 LC,85
01-12-2022,10.2,ug/m3 LC,53
04-12-2022,26.8,ug/m3 LC,84
07-12-2022,38.4,ug/m3 LC,108
10-12-2022,9,ug/m3 LC,50
13-12-2022,40.5,ug/m3 LC,113
16-12-2022,42.2,ug/m3 LC,117
19-12-2022,18.5,ug/m3 LC,69
22-12-2022,37.9,ug/m3 LC,107
25-12-2022,27.5,ug/m3 LC,85
28-12-2022,23.6,ug/m3 LC,78
31-12-2022,20.5,ug/m3 LC,72
01-02-2022,26.6,ug/m3 LC,84
02-02-2022,20.7,ug/m3 LC,73
03-02-2022,20.8,ug/m3 LC,73
16-02-2022,17,ug/m3 LC,66
19-02-2022,27,ug/m3 LC,84
22-02-2022,15.7,ug/m3 LC,63
06-03-2022,24.2,ug/m3 LC,79
30-03-2022,12.5,ug/m3 LC,57
11-04-2022,3.6,ug/m3 LC,20
23-04-2022,13.2,ug/m3 LC,59
17-05-2022,7.8,ug/m3 LC,43
29-05-2022,2.5,ug/m3 LC,14
10-06-2022,2.8,ug/m3 LC,16
22-06-2022,3.8,ug/m3 LC,21
04-07-2022,2.6,ug/m3 LC,14
16-07-2022,11.5,ug/m3 LC,55
28-07-2022,7.6,ug/m3 LC,42
01-01-2022,40.3,ug/m3 LC,113
02-01-2022,66.7,ug/m3 LC,159
03-01-2022,19.6,ug/m3 LC,71
04-01-2022,16,ug/m3 LC,64
05-01-2022,37.3,ug/m3 LC,105
06-01-2022,44,ug/m3 LC,122
07-01-2022,17.7,ug/m3 LC,67
08-01-2022,21.5,ug/m3 LC,74
09-01-2022,35.2,ug/m3 LC,100
10-01-2022,34.6,ug/m3 LC,99
11-01-2022,40.7,ug/m3 LC,114
12-01-2022,34,ug/m3 LC,97
13-01-2022,45.4,ug/m3 LC,125
14-01-2022,24.1,ug/m3 LC,79
15-01-2022,25.7,ug/m3 LC,82
16-01-2022,25.6,ug/m3 LC,82
17-01-2022,49,ug/m3 LC,134
18-01-2022,57.8,ug/m3 LC,153
19-01-2022,40.8,ug/m3 LC,114
20-01-2022,38.8,ug/m3 LC,109
21-01-2022,27.3,ug/m3 LC,85
22-01-2022,5.8,ug/m3 LC,32
23-01-2022,23.4,ug/m3 LC,78
24-01-2022,35,ug/m3 LC,99
25-01-2022,16.8,ug/m3 LC,65
26-01-2022,21.6,ug/m3 LC,74
27-01-2022,18.9,ug/m3 LC,69
28-01-2022,22,ug/m3 LC,75
29-01-2022,36.2,ug/m3 LC,103
30-01-2022,48.7,ug/m3 LC,134
31-01-2022,46.2,ug/m3 LC,127
01-02-2022,29.3,ug/m3 LC,89
02-02-2022,25.7,ug/m3 LC,82
03-02-2022,26.5,ug/m3 LC,83
04-02-2022,23.9,ug/m3 LC,79
05-02-2022,33.3,ug/m3 LC,96
06-02-2022,20.2,ug/m3 LC,72
07-02-2022,39.2,ug/m3 LC,110
08-02-2022,31.6,ug/m3 LC,93
09-02-2022,20,ug/m3 LC,71
10-02-2022,29.7,ug/m3 LC,89
11-02-2022,39,ug/m3 LC,110
12-02-2022,27.7,ug/m3 LC,86
13-02-2022,33.5,ug/m3 LC,96
14-02-2022,21.8,ug/m3 LC,75
15-02-2022,10.2,ug/m3 LC,53
16-02-2022,20.3,ug/m3 LC,72
17-02-2022,19.7,ug/m3 LC,71
18-02-2022,26.2,ug/m3 LC,83
19-02-2022,26.9,ug/m3 LC,84
20-02-2022,35.9,ug/m3 LC,102
21-02-2022,9.1,ug/m3 LC,51
22-02-2022,17.8,ug/m3 LC,67
23-02-2022,17.2,ug/m3 LC,66
24-02-2022,29,ug/m3 LC,88
25-02-2022,26.3,ug/m3 LC,83
26-02-2022,22.2,ug/m3 LC,75
27-02-2022,31.7,ug/m3 LC,93
28-02-2022,25.1,ug/m3 LC,81
01-03-2022,25.1,ug/m3 LC,81
02-03-2022,32,ug/m3 LC,94
03-03-2022,27.3,ug/m3 LC,85
04-03-2022,19.3,ug/m3 LC,70
05-03-2022,17,ug/m3 LC,66
06-03-2022,28.5,ug/m3 LC,87
07-03-2022,18.1,ug/m3 LC,68
08-03-2022,24.7,ug/m3 LC,80
09-03-2022,16.8,ug/m3 LC,65
10-03-2022,9.6,ug/m3 LC,52
11-03-2022,22.1,ug/m3 LC,75
12-03-2022,17.5,ug/m3 LC,67
13-03-2022,12.8,ug/m3 LC,58
14-03-2022,21.3,ug/m3 LC,74
15-03-2022,13.2,ug/m3 LC,59
16-03-2022,19.8,ug/m3 LC,71
17-03-2022,21.1,ug/m3 LC,73
18-03-2022,16.3,ug/m3 LC,64
19-03-2022,15.5,ug/m3 LC,63
20-03-2022,17.7,ug/m3 LC,67
21-03-2022,16.1,ug/m3 LC,64
22-03-2022,9.3,ug/m3 LC,51
23-03-2022,12,ug/m3 LC,56
24-03-2022,12.5,ug/m3 LC,57
25-03-2022,11.5,ug/m3 LC,55
26-03-2022,12.6,ug/m3 LC,58
27-03-2022,14.2,ug/m3 LC,61
28-03-2022,16.3,ug/m3 LC,64
29-03-2022,14.3,ug/m3 LC,61
30-03-2022,14.9,ug/m3 LC,62
31-03-2022,13,ug/m3 LC,58
01-04-2022,10.3,ug/m3 LC,53
02-04-2022,14,ug/m3 LC,60
03-04-2022,12.9,ug/m3 LC,58
04-04-2022,11.5,ug/m3 LC,55
05-04-2022,10,ug/m3 LC,53
06-04-2022,8.2,ug/m3 LC,46
