data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,51561438,,51
2023,51561439,,51
2023,51561440,,51
2023,51561441,,51
2023,51561442,,51
2023,51561443,,3
2023,51561444,,51
2023,51561445,,51
2023,51561446,,51
2023,51561447,,51
2023,51561448,,51
2023,51561449,,5
2023,51561450,,51
2023,51561451,,51
2023,51561452,,51
2023,51561453,,51
2023,52364152,,51
2023,51561454,,51
2023,52364153,,51
2023,51561455,,51
2023,51561456,,51
2023,51561457,,51
2023,51561458,,51
2023,51950297,,51
2023,51561462,,51
2023,51561463,,51
2023,51561465,,51
2023,51561467,,51
2023,51561472,,51
2023,51561474,,51
2023,51561475,,51
2023,51561478,,51
2023,51561491,,51
2023,51561492,,52
2023,51561496,,1
2023,51561497,,51
2023,51561501,,51
2023,52364154,,51
2023,51561504,,51
2023,51561506,,51
2023,52364155,,51
2023,51561510,,51
2023,51561512,,51
2023,51561514,,51
2023,51561517,,51
2023,51561522,,52
2023,52364156,,51
2023,51950298,,51
2023,51561525,,51
2023,51561527,,51
2023,51561528,,51
2023,51561529,,51
2023,51561534,,53
2023,51561536,,3
2023,55730362,,51
2023,51950299,,51
2023,51561541,,51
2023,51561544,,51
2023,51561549,,51
2023,51561550,,51
2023,51561552,,51
2023,51561556,,51
2023,51561558,,51
2023,51561559,,51
2023,51561560,,51
2023,51561562,,51
2023,51561571,,51
2023,51561572,,51
2023,51561573,,51
2023,51561580,,51
2023,51561581,,51
2023,51950300,,51
2023,51950301,,51
2023,51561585,,51
2023,51950302,,51
2023,51950303,,51
2023,51561590,,3
2023,51950304,,51
2023,51561593,,3
2023,55140324,,51
2023,55140325,,3
2023,51561599,,51
2023,51561600,,51
2023,51561603,,52
2023,51561607,,51
2023,55140326,,51
2023,51561611,,51
2023,51561612,,51
2023,51561615,,51
2023,51950305,,51
2023,51561619,,3
2023,51950306,,51
2023,51561624,,51
2023,51561626,,51
2023,51561628,,51
2023,51950307,,51
2023,53235265,,3
2023,51950308,,51
2023,51950309,,51
2023,51950310,,51
2023,51561629,,51
2023,51950311,,3
2023,51950312,,51
2023,51561630,,51
2023,51561631,,51
2023,51561632,,51
2023,51950313,,51
2023,52364157,,51
2023,51561633,,51
2023,51950314,,51
2023,51950315,,51
2023,51950316,,51
2023,51950317,,51
2023,51950318,,51
2023,51950319,,51
2023,51950320,,52
2023,51950321,,51
2023,51950322,,51
2023,51950323,,51
2023,51950324,,51
2023,51950325,,51
2023,51950326,,51
2023,51950327,,51
2023,51950328,,51
2023,51950329,,51
2023,51950330,,3
2023,51950331,,5
2023,51950332,,51
2023,51950333,,51
2023,51950334,,51
2023,51950335,,51
2023,51950336,,51
2023,51950337,,51
2023,51950338,,51
2023,51950339,,51
2023,51950340,,51
2023,51950341,,51
2023,51950342,,51
2023,51950343,,51
2023,51950344,,51
2023,51950345,,3
2023,51950346,,51
2023,51950347,,51
2023,51950348,,51
2023,51950349,,51
2023,51950350,,51
2023,51950351,,51
2023,51950352,,51
2023,52364158,,51
2023,51950353,,3
2023,51950354,,51
2023,51950355,,51
2023,51950356,,51
2023,51950357,,52
2023,51950358,,51
2023,51950359,,51
2023,52364159,,51
2023,51950360,,51
2023,51950361,,51
2023,51950362,,51
2023,51950363,,51
2023,51950364,,51
2023,51950365,,51
2023,51950366,,51
2023,51950367,,51
2023,51950368,,51
2023,51950369,,3
2023,51950370,,51
2023,51950371,,51
2023,51950372,,51
2023,51950373,,51
2023,51950374,,51
2023,51950375,,51
2023,51950376,,51
2023,51950377,,51
2023,51950378,,3
2023,51950379,,51
2023,51950380,,51
2023,51950381,,51
2023,51950382,,51
2023,51950383,,51
2023,51950384,,51
2023,51950385,,51
2023,52364160,,51
2023,51950386,,51
2023,51950387,,51
2023,51950388,,51
2023,51950389,,51
2023,51950390,,1
2023,52364161,,51
2023,51950391,,51
2023,51950392,,51
2023,51950393,,51
2023,52364162,,51
2023,51950394,,51
2023,51950395,,51
2023,51950396,,51
2023,51950397,,51
2023,51950398,,51
2023,51950399,,51
2023,51950400,,3
2023,51950401,,51
2023,51950402,,51
2023,51950403,,51
2023,51950404,,51
2023,53235266,,3
2023,51950405,,51
2023,51950406,,51
2023,51950407,,51
2023,51950408,,3
2023,51950409,,51
2023,51950410,,51
2023,51950411,,51
2023,51950412,,51
2023,51950413,,51
2023,51950414,,51
2023,52364163,,51
2023,51950415,,6
2023,51950416,,3
2023,51950417,,51
2023,51950418,,51
2023,51950419,,51
2023,51950420,,51
2023,51950421,,51
2023,52364164,,51
2023,51950423,,51
2023,51950424,,51
2023,51950425,,51
2023,51950426,,51
2023,51950427,,51
2023,51950428,,51
2023,51950429,,51
2023,52364165,,51
