Site,Station,Water Year,Month,Snow Depth (in)
Panchuela,05P02,1954.0,March,2
Panchuela,05P02,1955.0,March,11
Panchuela,05P02,1956.0,March,5
Panchuela,05P02,1957.0,March,0
Panchuela,05P02,1958.0,March,16
Panchuela,05P02,1959.0,March,8
Panchuela,05P02,1960.0,March,24
Panchuela,05P02,1961.0,March,14
Panchuela,05P02,1962.0,March,21
Panchuela,05P02,1963.0,March,18
Panchuela,05P02,1964.0,March,11
Panchuela,05P02,1965.0,March,20
Panchuela,05P02,1966.0,March,24
Panchuela,05P02,1967.0,March,2
Panchuela,05P02,1968.0,March,19
Panchuela,05P02,1969.0,March,12
Panchuela,05P02,1970.0,March,1
Panchuela,05P02,1971.0,March,3
Panchuela,05P02,1972.0,March,6
Panchuela,05P02,1973.0,March,24
Panchuela,05P02,1974.0,March,16
Panchuela,05P02,1975.0,March,19
Panchuela,05P02,1976.0,March,11
Panchuela,05P02,1977.0,March,10
Panchuela,05P02,1978.0,March,14
Panchuela,05P02,1979.0,March,34
Panchuela,05P02,1980.0,March,19
Panchuela,05P02,1981.0,March,0
Panchuela,05P02,1982.0,March,19
Panchuela,05P02,1983.0,March,21
Panchuela,05P02,1984.0,March,18
Panchuela,05P02,1985.0,March,20
Panchuela,05P02,1986.0,March,3
Panchuela,05P02,1987.0,March,21
Panchuela,05P02,1988.0,March,17
Panchuela,05P02,1989.0,March,17
Panchuela,05P02,1990.0,March,10
Panchuela,05P02,1991.0,March,10
Panchuela,05P02,1992.0,March,19
Panchuela,05P02,1993.0,March,40
Panchuela,05P02,1994.0,March,14
Panchuela,05P02,1995.0,March,11
Panchuela,05P02,1996.0,March,5
Panchuela,05P02,1997.0,March,37
Panchuela,05P02,1998.0,March,9
Panchuela,05P02,1999.0,March,0
Panchuela,05P02,2001.0,March,18
Panchuela,05P02,2002.0,March,7
Panchuela,05P02,2003.0,March,8
Panchuela,05P02,2004.0,March,19
Panchuela,05P02,2005.0,March,20
Panchuela,05P02,2006.0,March,0
Panchuela,05P02,2007.0,March,17
Panchuela,05P02,2008.0,March,15
Panchuela,05P02,2009.0,March,9
Panchuela,05P02,2010.0,March,21
Panchuela,05P02,2011.0,March,5
Panchuela,05P02,2012.0,March,14
Panchuela,05P02,2013.0,March,11
Panchuela,05P02,2014.0,March,0
Panchuela,05P02,2015.0,March,12
Panchuela,05P02,2016.0,March,6
Panchuela,05P02,2017.0,March,7
Panchuela,05P02,2019.0,March,15
Quemazon,06P01S,2002.0,March,15
Quemazon,06P01S,2003.0,March,31
Quemazon,06P01S,2004.0,March,34
Quemazon,06P01S,2005.0,March,45
Quemazon,06P01S,2006.0,March,1
Quemazon,06P01S,2007.0,March,34
Quemazon,06P01S,2008.0,March,37
Quemazon,06P01S,2009.0,March,20
Quemazon,06P01S,2010.0,March,45
Quemazon,06P01S,2011.0,March,12
Quemazon,06P01S,2012.0,March,27
Quemazon,06P01S,2013.0,March,18
Quemazon,06P01S,2014.0,March,2
Quemazon,06P01S,2015.0,March,27
Quemazon,06P01S,2016.0,March,12
Quemazon,06P01S,2017.0,March,25
Quemazon,06P01S,2018.0,March,3
Quemazon,06P01S,2019.0,March,27
Red River Pass #2,05N11S,2002.0,March,20
Red River Pass #2,05N11S,2003.0,March,30
Red River Pass #2,05N11S,2004.0,March,28
Red River Pass #2,05N11S,2006.0,March,5
Red River Pass #2,05N11S,2007.0,March,33
Red River Pass #2,05N11S,2008.0,March,37
Red River Pass #2,05N11S,2009.0,March,27
Red River Pass #2,05N11S,2010.0,March,34
Red River Pass #2,05N11S,2011.0,March,19
Red River Pass #2,05N11S,2012.0,March,32
Red River Pass #2,05N11S,2013.0,March,30
Red River Pass #2,05N11S,2014.0,March,2
Red River Pass #2,05N11S,2015.0,March,40
Red River Pass #2,05N11S,2016.0,March,17
Red River Pass #2,05N11S,2017.0,March,38
Red River Pass #2,05N11S,2018.0,March,7
Red River Pass #2,05N11S,2019.0,March,33
Rice Park,08P03S,1999.0,March,0
Rice Park,08P03S,2000.0,March,0
Rice Park,08P03S,2001.0,March,26
Rice Park,08P03S,2002.0,March,10
Rice Park,08P03S,2003.0,March,30
Rice Park,08P03S,2004.0,March,27
Rice Park,08P03S,2005.0,March,20
Rice Park,08P03S,2006.0,March,0
Rice Park,08P03S,2007.0,March,19
Rice Park,08P03S,2008.0,March,30
Rice Park,08P03S,2009.0,March,16
Rice Park,08P03S,2011.0,March,14
Rice Park,08P03S,2012.0,March,22
Rice Park,08P03S,2013.0,March,18
Rice Park,08P03S,2014.0,March,1
Rice Park,08P03S,2015.0,March,18
Rice Park,08P03S,2016.0,March,7
Rice Park,08P03S,2017.0,March,29
Rice Park,08P03S,2018.0,March,4
Rice Park,08P03S,2019.0,March,24
Rio En Medio,05P05,1950.0,March,22
Rio En Medio,05P05,1951.0,March,14
Rio En Medio,05P05,1952.0,March,30
Rio En Medio,05P05,1953.0,March,30
Rio En Medio,05P05,1954.0,March,18
Rio En Medio,05P05,1955.0,March,23
Rio En Medio,05P05,1956.0,March,22
Rio En Medio,05P05,1957.0,March,23
Rio En Medio,05P05,1958.0,March,34
Rio En Medio,05P05,1959.0,March,16
Rio En Medio,05P05,1960.0,March,42
Rio En Medio,05P05,1961.0,March,29
Rio En Medio,05P05,1962.0,March,32
Rio En Medio,05P05,1963.0,March,39
Rio En Medio,05P05,1964.0,March,26
Rio En Medio,05P05,1965.0,March,45
Rio En Medio,05P05,1966.0,March,41
Rio En Medio,05P05,1967.0,March,19
Rio En Medio,05P05,1968.0,March,25
Rio En Medio,05P05,1969.0,March,29
Rio En Medio,05P05,1970.0,March,15
Rio En Medio,05P05,1971.0,March,18
Rio En Medio,05P05,1972.0,March,24
Rio En Medio,05P05,1973.0,March,43
Rio En Medio,05P05,1974.0,March,40
Rio En Medio,05P05,1975.0,March,38
Rio En Medio,05P05,1976.0,March,27
Rio En Medio,05P05,1977.0,March,29
Rio En Medio,05P05,1978.0,March,30
Rio En Medio,05P05,1979.0,March,53
Rio En Medio,05P05,1980.0,March,42
Rio En Medio,05P05,1981.0,March,4
Rio En Medio,05P05,1982.0,March,27
Rio En Medio,05P05,1983.0,March,47
Rio En Medio,05P05,1984.0,March,34
Rio En Medio,05P05,1985.0,March,49
Rio En Medio,05P05,1986.0,March,17
Rio En Medio,05P05,1987.0,March,43
Rio En Medio,05P05,1988.0,March,26
Rio En Medio,05P05,1989.0,March,31
Rio En Medio,05P05,1990.0,March,28
Rio En Medio,05P05,1991.0,March,26
Rio En Medio,05P05,1992.0,March,43
Rio En Medio,05P05,1993.0,March,63
Rio En Medio,05P05,1994.0,March,32
Rio En Medio,05P05,1995.0,March,39
Rio En Medio,05P05,1996.0,March,19
Rio En Medio,05P05,1997.0,March,38
Rio En Medio,05P05,1998.0,March,35
Rio En Medio,05P05,1999.0,March,16
Rio En Medio,05P05,2000.0,March,19
Rio En Medio,05P05,2001.0,March,37
Rio En Medio,05P05,2002.0,March,20
Rio En Medio,05P05,2003.0,March,40
Rio En Medio,05P05,2004.0,March,27
Rio En Medio,05P05,2005.0,March,49
Rio En Medio,05P05,2006.0,March,0
Rio En Medio,05P05,2007.0,March,33
Rio En Medio,05P05,2008.0,March,39
Rio En Medio,05P05,2009.0,March,24
Rio En Medio,05P05,2010.0,March,39
Rio En Medio,05P05,2011.0,March,20
Rio En Medio,05P05,2012.0,March,31
Rio En Medio,05P05,2013.0,March,23
Rio En Medio,05P05,2014.0,March,11
Rio En Medio,05P05,2015.0,March,20
Rio En Medio,05P05,2016.0,March,26
Rio En Medio,05P05,2017.0,March,23
Rio En Medio,05P05,2018.0,March,10
Rio En Medio,05P05,2019.0,March,22
Rio Santa Barbara,05N24S,2014.0,March,26
Rio Santa Barbara,05N24S,2015.0,March,45
Rio Santa Barbara,05N24S,2016.0,March,44
Rio Santa Barbara,05N24S,2017.0,March,47
Rio Santa Barbara,05N24S,2018.0,March,20
Rio Santa Barbara,05N24S,2019.0,March,53
San Antonio Sink,06N15,1969.0,March,37
San Antonio Sink,06N15,1970.0,March,12
San Antonio Sink,06N15,1971.0,March,22
San Antonio Sink,06N15,1972.0,March,10
San Antonio Sink,06N15,1973.0,March,29
San Antonio Sink,06N15,1974.0,March,31
San Antonio Sink,06N15,1975.0,March,46
San Antonio Sink,06N15,1976.0,March,29
San Antonio Sink,06N15,1977.0,March,18
San Antonio Sink,06N15,1978.0,March,20
San Antonio Sink,06N15,1980.0,March,38
San Antonio Sink,06N15,1981.0,March,3
San Antonio Sink,06N15,1983.0,March,30
San Antonio Sink,06N15,1984.0,March,37
San Antonio Sink,06N15,1985.0,March,34
San Antonio Sink,06N15,1986.0,March,22
San Antonio Sink,06N15,1987.0,March,26
San Antonio Sink,06N15,1988.0,March,27
San Antonio Sink,06N15,1989.0,March,38
San Antonio Sink,06N15,1990.0,March,14
San Antonio Sink,06N15,1991.0,March,29
San Antonio Sink,06N15,1992.0,March,30
San Antonio Sink,06N15,1993.0,March,55
San Antonio Sink,06N15,1994.0,March,36
San Antonio Sink,06N15,1995.0,March,32
San Antonio Sink,06N15,1996.0,March,19
San Antonio Sink,06N15,1997.0,March,43
San Antonio Sink,06N15,1998.0,March,29
San Antonio Sink,06N15,1999.0,March,20
San Antonio Sink,06N15,2000.0,March,10
San Antonio Sink,06N15,2001.0,March,24
San Antonio Sink,06N15,2002.0,March,17
San Antonio Sink,06N15,2003.0,March,29
San Antonio Sink,06N15,2004.0,March,35
San Antonio Sink,06N15,2005.0,March,35
San Antonio Sink,06N15,2006.0,March,15
San Antonio Sink,06N15,2007.0,March,30
San Antonio Sink,06N15,2008.0,March,54
San Antonio Sink,06N15,2009.0,March,32
San Antonio Sink,06N15,2010.0,March,44
San Antonio Sink,06N15,2011.0,March,24
San Antonio Sink,06N15,2012.0,March,27
San Antonio Sink,06N15,2013.0,March,28
San Antonio Sink,06N15,2014.0,March,19
San Antonio Sink,06N15,2015.0,March,30
San Antonio Sink,06N15,2016.0,March,33
San Antonio Sink,06N15,2017.0,March,50
San Antonio Sink,06N15,2018.0,March,16
San Antonio Sink,06N15,2019.0,March,34
Santa Fe,05P09S,2002.0,March,25
Santa Fe,05P09S,2003.0,March,141
Santa Fe,05P09S,2004.0,March,43
Santa Fe,05P09S,2005.0,March,72
Santa Fe,05P09S,2006.0,March,2
Santa Fe,05P09S,2007.0,March,40
Santa Fe,05P09S,2008.0,March,59
Santa Fe,05P09S,2009.0,March,37
Santa Fe,05P09S,2011.0,March,28
Santa Fe,05P09S,2012.0,March,33
Santa Fe,05P09S,2013.0,March,38
Santa Fe,05P09S,2014.0,March,25
Santa Fe,05P09S,2015.0,March,46
Santa Fe,05P09S,2016.0,March,51
Santa Fe,05P09S,2017.0,March,46
Santa Fe,05P09S,2018.0,March,18
Santa Fe,05P09S,2019.0,March,54
Senorita Divide #2,06P10S,2002.0,March,16
Senorita Divide #2,06P10S,2003.0,March,31
Senorita Divide #2,06P10S,2004.0,March,35
Senorita Divide #2,06P10S,2005.0,March,32
Senorita Divide #2,06P10S,2006.0,March,1
Senorita Divide #2,06P10S,2007.0,March,36
Senorita Divide #2,06P10S,2008.0,March,41
Senorita Divide #2,06P10S,2009.0,March,15
Senorita Divide #2,06P10S,2010.0,March,33
Senorita Divide #2,06P10S,2011.0,March,14
Senorita Divide #2,06P10S,2012.0,March,27
Senorita Divide #2,06P10S,2013.0,March,23
Senorita Divide #2,06P10S,2014.0,March,1
Senorita Divide #2,06P10S,2015.0,March,35
Senorita Divide #2,06P10S,2016.0,March,23
Senorita Divide #2,06P10S,2017.0,March,30
Senorita Divide #2,06P10S,2018.0,March,14
Senorita Divide #2,06P10S,2019.0,March,26
Shuree,05N23,1998.0,March,20
Shuree,05N23,1999.0,March,0
Shuree,05N23,2000.0,March,4
Shuree,05N23,2001.0,March,17
Shuree,05N23,2002.0,March,9
Shuree,05N23,2003.0,March,12
Shuree,05N23,2004.0,March,22
Shuree,05N23,2005.0,March,26
Shuree,05N23,2006.0,March,0
Shuree,05N23,2007.0,March,19
Shuree,05N23,2008.0,March,21
Shuree,05N23,2009.0,March,10
Shuree,05N23,2010.0,March,28
Shuree,05N23,2011.0,March,12
Shuree,05N23,2012.0,March,15
Shuree,05N23,2013.0,March,23
Shuree,05N23,2014.0,March,0
Shuree,05N23,2015.0,March,28
Shuree,05N23,2016.0,March,20
Shuree,05N23,2018.0,March,8
Shuree,05N23S,2011.0,March,13
Shuree,05N23S,2012.0,March,19
Shuree,05N23S,2013.0,March,26
Shuree,05N23S,2014.0,March,0
Shuree,05N23S,2015.0,March,39
Shuree,05N23S,2016.0,March,17
Shuree,05N23S,2017.0,March,36
Shuree,05N23S,2018.0,March,6
Shuree,05N23S,2019.0,March,29
Sierra Blanca,05R01S,2003.0,March,40
Sierra Blanca,05R01S,2004.0,March,199
Sierra Blanca,05R01S,2005.0,March,61
Sierra Blanca,05R01S,2007.0,March,50
Sierra Blanca,05R01S,2008.0,March,12
Sierra Blanca,05R01S,2009.0,March,26
Sierra Blanca,05R01S,2010.0,March,71
Sierra Blanca,05R01S,2011.0,March,21
Sierra Blanca,05R01S,2012.0,March,36
Sierra Blanca,05R01S,2013.0,March,41
Sierra Blanca,05R01S,2014.0,March,1
Sierra Blanca,05R01S,2015.0,March,25
Sierra Blanca,05R01S,2016.0,March,38
Sierra Blanca,05R01S,2017.0,March,19
Sierra Blanca,05R01S,2018.0,March,16
Sierra Blanca,05R01S,2019.0,March,21
Signal Peak,08T01S,2003.0,March,8
Signal Peak,08T01S,2004.0,March,14
Signal Peak,08T01S,2005.0,March,18
Signal Peak,08T01S,2006.0,March,0
Signal Peak,08T01S,2007.0,March,14
Signal Peak,08T01S,2008.0,March,0
Signal Peak,08T01S,2009.0,March,0
Signal Peak,08T01S,2010.0,March,41
Signal Peak,08T01S,2011.0,March,0
Signal Peak,08T01S,2012.0,March,11
Signal Peak,08T01S,2013.0,March,5
Signal Peak,08T01S,2014.0,March,0
Signal Peak,08T01S,2015.0,March,0
Signal Peak,08T01S,2016.0,March,0
Signal Peak,08T01S,2017.0,March,0
Signal Peak,08T01S,2018.0,March,0
Signal Peak,08T01S,2019.0,March,0
Silver Creek Divide,08S08S,2002.0,March,13
Silver Creek Divide,08S08S,2003.0,March,31
Silver Creek Divide,08S08S,2004.0,March,28
Silver Creek Divide,08S08S,2005.0,March,35
Silver Creek Divide,08S08S,2006.0,March,0
Silver Creek Divide,08S08S,2007.0,March,26
Silver Creek Divide,08S08S,2008.0,March,23
Silver Creek Divide,08S08S,2009.0,March,14
Silver Creek Divide,08S08S,2010.0,March,53
Silver Creek Divide,08S08S,2011.0,March,13
Silver Creek Divide,08S08S,2012.0,March,22
Silver Creek Divide,08S08S,2013.0,March,19
Silver Creek Divide,08S08S,2014.0,March,4
Silver Creek Divide,08S08S,2015.0,March,9
Silver Creek Divide,08S08S,2016.0,March,12
Silver Creek Divide,08S08S,2017.0,March,25
Silver Creek Divide,08S08S,2018.0,March,8
Silver Creek Divide,08S08S,2019.0,March,25
State Line,09S08,1938.0,March,0
State Line,09S08,1939.0,March,24
State Line,09S08,1940.0,March,8
State Line,09S08,1941.0,March,18
State Line,09S08,1942.0,March,15
State Line,09S08,1943.0,March,2
State Line,09S08,1944.0,March,13
State Line,09S08,1945.0,March,14
State Line,09S08,1946.0,March,1
State Line,09S08,1947.0,March,0
State Line,09S08,1948.0,March,19
State Line,09S08,1949.0,March,21
State Line,09S08,1950.0,March,0
State Line,09S08,1951.0,March,2
State Line,09S08,1952.0,March,16
State Line,09S08,1953.0,March,18
State Line,09S08,1954.0,March,1
State Line,09S08,1955.0,March,9
State Line,09S08,1956.0,March,10
State Line,09S08,1957.0,March,0
State Line,09S08,1958.0,March,3
State Line,09S08,1959.0,March,1
State Line,09S08,1960.0,March,20
State Line,09S08,1961.0,March,4
State Line,09S08,1962.0,March,11
State Line,09S08,1963.0,March,1
State Line,09S08,1964.0,March,2
State Line,09S08,1965.0,March,5
State Line,09S08,1966.0,March,30
State Line,09S08,1967.0,March,0
State Line,09S08,1968.0,March,21
State Line,09S08,1969.0,March,6
State Line,09S08,1970.0,March,0
State Line,09S08,1971.0,March,3
State Line,09S08,1972.0,March,1
State Line,09S08,1973.0,March,21
State Line,09S08,1974.0,March,1
State Line,09S08,1975.0,March,13
State Line,09S08,1976.0,March,2
State Line,09S08,1977.0,March,1
State Line,09S08,1978.0,March,11
State Line,09S08,1979.0,March,19
State Line,09S08,1980.0,March,18
State Line,09S08,1981.0,March,0
State Line,09S08,1982.0,March,7
State Line,09S08,1983.0,March,23
State Line,09S08,1984.0,March,1
State Line,09S08,1985.0,March,19
State Line,09S08,1986.0,March,0
State Line,09S08,1987.0,March,43
State Line,09S08,1988.0,March,19
State Line,09S08,1989.0,March,0
State Line,09S08,1990.0,March,1
State Line,09S08,1991.0,March,14
State Line,09S08,1992.0,March,15
State Line,09S08,1993.0,March,21
State Line,09S08,1994.0,March,8
State Line,09S08,1995.0,March,1
State Line,09S08,1996.0,March,0
State Line,09S08,1997.0,March,14
State Line,09S08,1998.0,March,19
State Line,09S08,1999.0,March,0
State Line,09S08,2000.0,March,0
State Line,09S08,2001.0,March,8
State Line,09S08,2002.0,March,0
State Line,09S08,2003.0,March,9
State Line,09S08,2004.0,March,2
State Line,09S08,2005.0,March,4
State Line,09S08,2006.0,March,0
State Line,09S08,2007.0,March,3
State Line,09S08,2008.0,March,10
State Line,09S08,2009.0,March,2
State Line,09S08,2010.0,March,38
State Line,09S08,2011.0,March,1
State Line,09S08,2012.0,March,7
State Line,09S08,2013.0,March,6
State Line,09S08,2014.0,March,0
State Line,09S08,2015.0,March,1
State Line,09S08,2016.0,March,0
State Line,09S08,2017.0,March,2
State Line,09S08,2018.0,March,0
State Line,09S08,2019.0,March,11
Taos Canyon,05N02,1937.0,March,31
Taos Canyon,05N02,1938.0,March,10
Taos Canyon,05N02,1939.0,March,20
Taos Canyon,05N02,1940.0,March,23
Taos Canyon,05N02,1941.0,March,36
Taos Canyon,05N02,1942.0,March,23
Taos Canyon,05N02,1943.0,March,14
Taos Canyon,05N02,1944.0,March,29
Taos Canyon,05N02,1945.0,March,29
Taos Canyon,05N02,1946.0,March,9
Taos Canyon,05N02,1947.0,March,26
Taos Canyon,05N02,1948.0,March,25
Taos Canyon,05N02,1949.0,March,14
Taos Canyon,05N02,1950.0,March,13
Taos Canyon,05N02,1951.0,March,8
Taos Canyon,05N02,1952.0,March,26
Taos Canyon,05N02,1953.0,March,18
Taos Canyon,05N02,1954.0,March,11
Taos Canyon,05N02,1955.0,March,18
Taos Canyon,05N02,1956.0,March,14
Taos Canyon,05N02,1957.0,March,16
Taos Canyon,05N02,1958.0,March,15
Taos Canyon,05N02,1959.0,March,13
Taos Canyon,05N02,1960.0,March,23
Taos Canyon,05N02,1961.0,March,17
Taos Canyon,05N02,1962.0,March,16
Taos Canyon,05N02,1963.0,March,10
Taos Canyon,05N02,1964.0,March,18
Taos Canyon,05N02,1965.0,March,24
Taos Canyon,05N02,1966.0,March,22
Taos Canyon,05N02,1967.0,March,11
Taos Canyon,05N02,1968.0,March,17
Taos Canyon,05N02,1969.0,March,18
Taos Canyon,05N02,1970.0,March,7
Taos Canyon,05N02,1971.0,March,8
Taos Canyon,05N02,1972.0,March,5
Taos Canyon,05N02,1973.0,March,23
Taos Canyon,05N02,1974.0,March,19
Taos Canyon,05N02,1975.0,March,27
Taos Canyon,05N02,1976.0,March,22
Taos Canyon,05N02,1977.0,March,12
Taos Canyon,05N02,1978.0,March,16
Taos Canyon,05N02,1979.0,March,29
Taos Canyon,05N02,1980.0,March,20
Taos Canyon,05N02,1981.0,March,0
Taos Canyon,05N02,1982.0,March,22
Taos Canyon,05N02,1983.0,March,21
Taos Canyon,05N02,1984.0,March,24
Taos Canyon,05N02,1985.0,March,20
Taos Canyon,05N02,1986.0,March,11
Taos Canyon,05N02,1987.0,March,24
Taos Canyon,05N02,1988.0,March,15
Taos Canyon,05N02,1989.0,March,22
Taos Canyon,05N02,1990.0,March,22
Taos Canyon,05N02,1991.0,March,15
Taos Canyon,05N02,1992.0,March,20
Taos Canyon,05N02,1993.0,March,30
Taos Canyon,05N02,1994.0,March,28
Taos Canyon,05N02,1995.0,March,15
Taos Canyon,05N02,1996.0,March,10
Taos Canyon,05N02,1997.0,March,21
Taos Canyon,05N02,1998.0,March,23
Taos Canyon,05N02,1999.0,March,7
Taos Canyon,05N02,2000.0,March,7
Taos Canyon,05N02,2001.0,March,18
Taos Canyon,05N02,2002.0,March,17
Taos Canyon,05N02,2003.0,March,18
Taos Canyon,05N02,2004.0,March,21
Taos Canyon,05N02,2005.0,March,30
Taos Canyon,05N02,2006.0,March,1
Taos Canyon,05N02,2007.0,March,29
Taos Canyon,05N02,2008.0,March,30
Taos Canyon,05N02,2009.0,March,20
Taos Canyon,05N02,2010.0,March,38
Taos Canyon,05N02,2011.0,March,16
Taos Canyon,05N02,2012.0,March,17
Taos Canyon,05N02,2013.0,March,18
Taos Canyon,05N02,2014.0,March,1
Taos Canyon,05N02,2015.0,March,19
Taos Canyon,05N02,2016.0,March,18
Taos Canyon,05N02,2017.0,March,7
Taos Canyon,05N02,2018.0,March,10
Taos Canyon,05N02,2019.0,March,20
Taos Powderhorn,05N14,1974.0,March,60
Taos Powderhorn,05N14,1975.0,March,74
Taos Powderhorn,05N14,1976.0,March,65
Taos Powderhorn,05N14,1977.0,March,38
Taos Powderhorn,05N14,1978.0,March,58
Taos Powderhorn,05N14,1979.0,March,107
Taos Powderhorn,05N14,1980.0,March,77
Taos Powderhorn,05N14,1981.0,March,38
Taos Powderhorn,05N14,1982.0,March,61
Taos Powderhorn,05N14,1983.0,March,74
Taos Powderhorn,05N14,1989.0,March,82
Taos Powderhorn,05N14,1990.0,March,50
Taos Powderhorn,05N14,1991.0,March,65
Taos Powderhorn,05N14,1992.0,March,67
Taos Powderhorn,05N14,1993.0,March,113
Taos Powderhorn,05N14,1994.0,March,89
Taos Powderhorn,05N14,1995.0,March,85
Taos Powderhorn,05N14,1996.0,March,59
Taos Powderhorn,05N14,1997.0,March,92
Taos Powderhorn,05N14,1998.0,March,76
Taos Powderhorn,05N14,1999.0,March,53
Taos Powderhorn,05N14,2000.0,March,45
Taos Powderhorn,05N14,2001.0,March,66
Taos Powderhorn,05N14,2002.0,March,45
Taos Powderhorn,05N14,2003.0,March,79
Taos Powderhorn,05N14,2004.0,March,59
Taos Powderhorn,05N14,2005.0,March,85
Taos Powderhorn,05N14,2006.0,March,29
Taos Powderhorn,05N14,2007.0,March,60
Taos Powderhorn,05N14,2008.0,March,104
Taos Powderhorn,05N14,2009.0,March,70
Taos Powderhorn,05N14,2010.0,March,86
Taos Powderhorn,05N14,2011.0,March,55
Taos Powderhorn,05N14,2012.0,March,70
Taos Powderhorn,05N14,2013.0,March,67
Taos Powderhorn,05N14,2014.0,March,46
Taos Powderhorn,05N14,2015.0,March,53
Taos Powderhorn,05N14,2016.0,March,63
Taos Powderhorn,05N14,2017.0,March,64
Taos Powderhorn,05N14,2018.0,March,35
Taos Powderhorn,05N14,2019.0,March,74
Taos Powderhorn,05N14S,2011.0,March,44
Taos Powderhorn,05N14S,2012.0,March,74
Taos Powderhorn,05N14S,2013.0,March,48
Taos Powderhorn,05N14S,2014.0,March,35
Taos Powderhorn,05N14S,2015.0,March,69
Taos Powderhorn,05N14S,2016.0,March,47
Taos Powderhorn,05N14S,2017.0,March,80
Taos Powderhorn,05N14S,2018.0,March,19
Taos Powderhorn,05N14S,2019.0,March,58
Tres Ritos,05N04,1938.0,March,8
Tres Ritos,05N04,1939.0,March,31
Tres Ritos,05N04,1940.0,March,25
Tres Ritos,05N04,1941.0,March,31
Tres Ritos,05N04,1942.0,March,30
Tres Ritos,05N04,1943.0,March,16
Tres Ritos,05N04,1944.0,March,29
Tres Ritos,05N04,1945.0,March,28
Tres Ritos,05N04,1946.0,March,12
Tres Ritos,05N04,1947.0,March,25
Tres Ritos,05N04,1948.0,March,35
Tres Ritos,05N04,1949.0,March,27
Tres Ritos,05N04,1950.0,March,13
Tres Ritos,05N04,1951.0,March,9
Tres Ritos,05N04,1952.0,March,30
Tres Ritos,05N04,1953.0,March,29
Tres Ritos,05N04,1954.0,March,12
Tres Ritos,05N04,1955.0,March,20
Tres Ritos,05N04,1956.0,March,16
Tres Ritos,05N04,1957.0,March,16
Tres Ritos,05N04,1958.0,March,20
Tres Ritos,05N04,1959.0,March,15
Tres Ritos,05N04,1960.0,March,26
Tres Ritos,05N04,1961.0,March,22
Tres Ritos,05N04,1962.0,March,16
Tres Ritos,05N04,1963.0,March,20
Tres Ritos,05N04,1964.0,March,24
Tres Ritos,05N04,1965.0,March,30
Tres Ritos,05N04,1966.0,March,22
Tres Ritos,05N04,1967.0,March,6
Tres Ritos,05N04,1968.0,March,20
Tres Ritos,05N04,1969.0,March,17
Tres Ritos,05N04,1970.0,March,10
Tres Ritos,05N04,1971.0,March,7
Tres Ritos,05N04,1972.0,March,6
Tres Ritos,05N04,1973.0,March,28
Tres Ritos,05N04,1974.0,March,20
Tres Ritos,05N04,1975.0,March,27
Tres Ritos,05N04,1976.0,March,25
Tres Ritos,05N04,1977.0,March,17
Tres Ritos,05N04,1978.0,March,13
Tres Ritos,05N04,1979.0,March,32
Tres Ritos,05N04,1980.0,March,23
Tres Ritos,05N04,1981.0,March,0
Tres Ritos,05N04,1982.0,March,23
Tres Ritos,05N04,1983.0,March,25
Tres Ritos,05N04,1984.0,March,31
Tres Ritos,05N04,1985.0,March,26
Tres Ritos,05N04,1986.0,March,9
Tres Ritos,05N04,1987.0,March,40
Tres Ritos,05N04,1988.0,March,18
Tres Ritos,05N04,1989.0,March,24
Tres Ritos,05N04,1990.0,March,29
Tres Ritos,05N04,1991.0,March,25
Tres Ritos,05N04,1992.0,March,25
Tres Ritos,05N04,1993.0,March,29
Tres Ritos,05N04,1994.0,March,27
Tres Ritos,05N04,1995.0,March,19
Tres Ritos,05N04,1996.0,March,11
Tres Ritos,05N04,1997.0,March,31
Tres Ritos,05N04,1998.0,March,22
Tres Ritos,05N04,1999.0,March,9
Tres Ritos,05N04,2000.0,March,9
Tres Ritos,05N04,2001.0,March,20
Tres Ritos,05N04,2002.0,March,17
Tres Ritos,05N04,2003.0,March,5
Tres Ritos,05N04,2004.0,March,21
Tres Ritos,05N04,2005.0,March,17
Tres Ritos,05N04,2006.0,March,3
Tres Ritos,05N04,2007.0,March,19
Tres Ritos,05N04,2008.0,March,23
Tres Ritos,05N04,2010.0,March,24
Tres Ritos,05N04,2011.0,March,12
Tres Ritos,05N04,2012.0,March,18
Tres Ritos,05N04,2014.0,March,1
Tres Ritos,05N04,2016.0,March,13
Tres Ritos,05N04,2017.0,March,8
Tres Ritos,05N04,2018.0,March,5
Tres Ritos,05N04,2019.0,March,24
Tres Ritos,05N04S,2007.0,March,1
Tres Ritos,05N04S,2008.0,March,11
Tres Ritos,05N04S,2010.0,March,14
Tres Ritos,05N04S,2011.0,March,0
Tres Ritos,05N04S,2012.0,March,1
Tres Ritos,05N04S,2013.0,March,5
Tres Ritos,05N04S,2014.0,March,0
Tres Ritos,05N04S,2015.0,March,5
Tres Ritos,05N04S,2016.0,March,0
Tres Ritos,05N04S,2017.0,March,6
Tres Ritos,05N04S,2018.0,March,0
Tres Ritos,05N04S,2019.0,March,5
Vacas Locas,06N16S,2002.0,March,19
Vacas Locas,06N16S,2003.0,March,47
Vacas Locas,06N16S,2004.0,March,46
Vacas Locas,06N16S,2005.0,March,47
Vacas Locas,06N16S,2006.0,March,1
Vacas Locas,06N16S,2008.0,March,49
Vacas Locas,06N16S,2009.0,March,26
Vacas Locas,06N16S,2010.0,March,43
Vacas Locas,06N16S,2011.0,March,25
