Site,Station,Water Year,Month,Snow Depth (in)
Panchuela,05P02,1990.0,February,8
Panchuela,05P02,1991.0,February,16
Panchuela,05P02,1992.0,February,18
Panchuela,05P02,1993.0,February,30
Panchuela,05P02,1994.0,February,14
Panchuela,05P02,1995.0,February,19
Panchuela,05P02,1996.0,February,7
Panchuela,05P02,1997.0,February,17
Panchuela,05P02,1998.0,February,6
Panchuela,05P02,1999.0,February,3
Panchuela,05P02,2001.0,February,17
Panchuela,05P02,2003.0,February,2
Panchuela,05P02,2004.0,February,12
Panchuela,05P02,2005.0,February,19
Panchuela,05P02,2006.0,February,2
Panchuela,05P02,2007.0,February,22
Panchuela,05P02,2009.0,February,15
Panchuela,05P02,2011.0,February,7
Panchuela,05P02,2012.0,February,10
Panchuela,05P02,2013.0,February,9
Panchuela,05P02,2014.0,February,3
Panchuela,05P02,2015.0,February,12
Panchuela,05P02,2016.0,February,22
Panchuela,05P02,2017.0,February,16
Panchuela,05P02,2018.0,February,0
Panchuela,05P02,2020.0,February,16
Quemazon,06P01S,2002.0,February,18
Quemazon,06P01S,2003.0,February,17
Quemazon,06P01S,2004.0,February,16
Quemazon,06P01S,2005.0,February,39
Quemazon,06P01S,2006.0,February,4
Quemazon,06P01S,2007.0,February,40
Quemazon,06P01S,2008.0,February,32
Quemazon,06P01S,2009.0,February,23
Quemazon,06P01S,2010.0,February,37
Quemazon,06P01S,2011.0,February,13
Quemazon,06P01S,2012.0,February,22
Quemazon,06P01S,2013.0,February,14
Quemazon,06P01S,2014.0,February,10
Quemazon,06P01S,2015.0,February,17
Quemazon,06P01S,2016.0,February,23
Quemazon,06P01S,2017.0,February,30
Quemazon,06P01S,2018.0,February,0
Quemazon,06P01S,2019.0,February,22
Quemazon,06P01S,2020.0,February,23
Red River Pass #2,05N11S,2002.0,February,22
Red River Pass #2,05N11S,2003.0,February,15
Red River Pass #2,05N11S,2004.0,February,23
Red River Pass #2,05N11S,2005.0,February,31
Red River Pass #2,05N11S,2006.0,February,6
Red River Pass #2,05N11S,2007.0,February,32
Red River Pass #2,05N11S,2008.0,February,34
Red River Pass #2,05N11S,2009.0,February,30
Red River Pass #2,05N11S,2010.0,February,24
Red River Pass #2,05N11S,2011.0,February,16
Red River Pass #2,05N11S,2012.0,February,26
Red River Pass #2,05N11S,2013.0,February,21
Red River Pass #2,05N11S,2014.0,February,14
Red River Pass #2,05N11S,2015.0,February,22
Red River Pass #2,05N11S,2016.0,February,24
Red River Pass #2,05N11S,2017.0,February,33
Red River Pass #2,05N11S,2018.0,February,3
Red River Pass #2,05N11S,2019.0,February,20
Red River Pass #2,05N11S,2020.0,February,20
Rice Park,08P03S,1999.0,February,7
Rice Park,08P03S,2000.0,February,6
Rice Park,08P03S,2001.0,February,25
Rice Park,08P03S,2002.0,February,23
Rice Park,08P03S,2003.0,February,11
Rice Park,08P03S,2004.0,February,20
Rice Park,08P03S,2005.0,February,15
Rice Park,08P03S,2006.0,February,7
Rice Park,08P03S,2008.0,February,27
Rice Park,08P03S,2009.0,February,21
Rice Park,08P03S,2010.0,February,37
Rice Park,08P03S,2011.0,February,16
Rice Park,08P03S,2012.0,February,20
Rice Park,08P03S,2013.0,February,12
Rice Park,08P03S,2014.0,February,1
Rice Park,08P03S,2015.0,February,21
Rice Park,08P03S,2016.0,February,17
Rice Park,08P03S,2017.0,February,25
Rice Park,08P03S,2018.0,February,2
Rice Park,08P03S,2019.0,February,21
Rice Park,08P03S,2020.0,February,20
Rio En Medio,05P05,1950.0,February,20
Rio En Medio,05P05,1951.0,February,4
Rio En Medio,05P05,1952.0,February,20
Rio En Medio,05P05,1953.0,February,21
Rio En Medio,05P05,1954.0,February,21
Rio En Medio,05P05,1955.0,February,14
Rio En Medio,05P05,1956.0,February,22
Rio En Medio,05P05,1957.0,February,24
Rio En Medio,05P05,1958.0,February,25
Rio En Medio,05P05,1959.0,February,12
Rio En Medio,05P05,1960.0,February,32
Rio En Medio,05P05,1961.0,February,18
Rio En Medio,05P05,1962.0,February,34
Rio En Medio,05P05,1963.0,February,26
Rio En Medio,05P05,1964.0,February,15
Rio En Medio,05P05,1965.0,February,37
Rio En Medio,05P05,1966.0,February,31
Rio En Medio,05P05,1967.0,February,14
Rio En Medio,05P05,1968.0,February,21
Rio En Medio,05P05,1969.0,February,26
Rio En Medio,05P05,1970.0,February,16
Rio En Medio,05P05,1971.0,February,14
Rio En Medio,05P05,1972.0,February,25
Rio En Medio,05P05,1973.0,February,38
Rio En Medio,05P05,1974.0,February,32
Rio En Medio,05P05,1975.0,February,21
Rio En Medio,05P05,1976.0,February,23
Rio En Medio,05P05,1977.0,February,18
Rio En Medio,05P05,1978.0,February,24
Rio En Medio,05P05,1979.0,February,45
Rio En Medio,05P05,1980.0,February,23
Rio En Medio,05P05,1981.0,February,4
Rio En Medio,05P05,1982.0,February,19
Rio En Medio,05P05,1983.0,February,36
Rio En Medio,05P05,1984.0,February,32
Rio En Medio,05P05,1985.0,February,45
Rio En Medio,05P05,1986.0,February,14
Rio En Medio,05P05,1987.0,February,25
Rio En Medio,05P05,1988.0,February,27
Rio En Medio,05P05,1989.0,February,25
Rio En Medio,05P05,1990.0,February,12
Rio En Medio,05P05,1991.0,February,27
Rio En Medio,05P05,1992.0,February,32
Rio En Medio,05P05,1993.0,February,50
Rio En Medio,05P05,1994.0,February,28
Rio En Medio,05P05,1995.0,February,37
Rio En Medio,05P05,1996.0,February,16
Rio En Medio,05P05,1997.0,February,40
Rio En Medio,05P05,1998.0,February,25
Rio En Medio,05P05,1999.0,February,21
Rio En Medio,05P05,2000.0,February,20
Rio En Medio,05P05,2001.0,February,34
Rio En Medio,05P05,2002.0,February,25
Rio En Medio,05P05,2003.0,February,18
Rio En Medio,05P05,2004.0,February,17
Rio En Medio,05P05,2005.0,February,36
Rio En Medio,05P05,2006.0,February,0
Rio En Medio,05P05,2007.0,February,24
Rio En Medio,05P05,2008.0,February,33
Rio En Medio,05P05,2009.0,February,23
Rio En Medio,05P05,2010.0,February,27
Rio En Medio,05P05,2011.0,February,16
Rio En Medio,05P05,2012.0,February,25
Rio En Medio,05P05,2013.0,February,16
Rio En Medio,05P05,2014.0,February,12
Rio En Medio,05P05,2015.0,February,22
Rio En Medio,05P05,2016.0,February,29
Rio En Medio,05P05,2017.0,February,28
Rio En Medio,05P05,2018.0,February,4
Rio En Medio,05P05,2020.0,February,26
Rio Santa Barbara,05N24S,2014.0,February,23
Rio Santa Barbara,05N24S,2015.0,February,36
Rio Santa Barbara,05N24S,2016.0,February,46
Rio Santa Barbara,05N24S,2017.0,February,40
Rio Santa Barbara,05N24S,2018.0,February,8
Rio Santa Barbara,05N24S,2019.0,February,38
Rio Santa Barbara,05N24S,2020.0,February,34
San Antonio Sink,06N15,1969.0,February,13
San Antonio Sink,06N15,1970.0,February,10
San Antonio Sink,06N15,1971.0,February,12
San Antonio Sink,06N15,1972.0,February,12
San Antonio Sink,06N15,1974.0,February,30
San Antonio Sink,06N15,1975.0,February,26
San Antonio Sink,06N15,1976.0,February,24
San Antonio Sink,06N15,1977.0,February,13
San Antonio Sink,06N15,1978.0,February,19
San Antonio Sink,06N15,1979.0,February,46
San Antonio Sink,06N15,1980.0,February,21
San Antonio Sink,06N15,1981.0,February,8
San Antonio Sink,06N15,1984.0,February,35
San Antonio Sink,06N15,1985.0,February,24
San Antonio Sink,06N15,1986.0,February,21
San Antonio Sink,06N15,1987.0,February,20
San Antonio Sink,06N15,1988.0,February,24
San Antonio Sink,06N15,1989.0,February,32
San Antonio Sink,06N15,1990.0,February,8
San Antonio Sink,06N15,1991.0,February,29
San Antonio Sink,06N15,1992.0,February,23
San Antonio Sink,06N15,1993.0,February,37
San Antonio Sink,06N15,1994.0,February,24
San Antonio Sink,06N15,1995.0,February,26
San Antonio Sink,06N15,1996.0,February,15
San Antonio Sink,06N15,1997.0,February,36
San Antonio Sink,06N15,1998.0,February,22
San Antonio Sink,06N15,1999.0,February,23
San Antonio Sink,06N15,2000.0,February,8
San Antonio Sink,06N15,2001.0,February,30
San Antonio Sink,06N15,2002.0,February,21
San Antonio Sink,06N15,2003.0,February,17
San Antonio Sink,06N15,2004.0,February,26
San Antonio Sink,06N15,2005.0,February,23
San Antonio Sink,06N15,2006.0,February,15
San Antonio Sink,06N15,2007.0,February,24
San Antonio Sink,06N15,2008.0,February,46
San Antonio Sink,06N15,2009.0,February,34
San Antonio Sink,06N15,2010.0,February,40
San Antonio Sink,06N15,2011.0,February,16
San Antonio Sink,06N15,2012.0,February,25
San Antonio Sink,06N15,2013.0,February,19
San Antonio Sink,06N15,2014.0,February,16
San Antonio Sink,06N15,2015.0,February,17
San Antonio Sink,06N15,2016.0,February,25
San Antonio Sink,06N15,2017.0,February,43
San Antonio Sink,06N15,2018.0,February,3
San Antonio Sink,06N15,2019.0,February,20
San Antonio Sink,06N15,2020.0,February,25
Santa Fe,05P09S,2002.0,February,30
Santa Fe,05P09S,2003.0,February,30
Santa Fe,05P09S,2004.0,February,29
Santa Fe,05P09S,2005.0,February,53
Santa Fe,05P09S,2006.0,February,5
Santa Fe,05P09S,2007.0,February,31
Santa Fe,05P09S,2008.0,February,48
Santa Fe,05P09S,2009.0,February,35
Santa Fe,05P09S,2010.0,February,42
Santa Fe,05P09S,2011.0,February,29
Santa Fe,05P09S,2012.0,February,25
Santa Fe,05P09S,2013.0,February,29
Santa Fe,05P09S,2014.0,February,22
Santa Fe,05P09S,2015.0,February,40
Santa Fe,05P09S,2016.0,February,49
Santa Fe,05P09S,2017.0,February,41
Santa Fe,05P09S,2018.0,February,7
Santa Fe,05P09S,2019.0,February,39
Santa Fe,05P09S,2020.0,February,41
Senorita Divide #2,06P10S,2002.0,February,18
Senorita Divide #2,06P10S,2003.0,February,7
Senorita Divide #2,06P10S,2004.0,February,19
Senorita Divide #2,06P10S,2005.0,February,23
Senorita Divide #2,06P10S,2006.0,February,3
Senorita Divide #2,06P10S,2007.0,February,39
Senorita Divide #2,06P10S,2008.0,February,31
Senorita Divide #2,06P10S,2009.0,February,18
Senorita Divide #2,06P10S,2010.0,February,29
Senorita Divide #2,06P10S,2011.0,February,14
Senorita Divide #2,06P10S,2012.0,February,17
Senorita Divide #2,06P10S,2013.0,February,13
Senorita Divide #2,06P10S,2014.0,February,4
Senorita Divide #2,06P10S,2015.0,February,25
Senorita Divide #2,06P10S,2016.0,February,26
Senorita Divide #2,06P10S,2017.0,February,31
Senorita Divide #2,06P10S,2018.0,February,6
Senorita Divide #2,06P10S,2019.0,February,20
Senorita Divide #2,06P10S,2020.0,February,25
Shuree,05N23,1998.0,February,11
Shuree,05N23,1999.0,February,7
Shuree,05N23,2000.0,February,6
Shuree,05N23,2001.0,February,11
Shuree,05N23,2002.0,February,5
Shuree,05N23,2003.0,February,8
Shuree,05N23,2004.0,February,8
Shuree,05N23,2005.0,February,13
Shuree,05N23,2006.0,February,4
Shuree,05N23,2007.0,February,27
Shuree,05N23,2008.0,February,22
Shuree,05N23,2009.0,February,20
Shuree,05N23,2010.0,February,15
Shuree,05N23,2011.0,February,7
Shuree,05N23,2012.0,February,12
Shuree,05N23,2013.0,February,18
Shuree,05N23,2014.0,February,5
Shuree,05N23,2015.0,February,14
Shuree,05N23,2017.0,February,37
Shuree,05N23,2018.0,February,0
Shuree,05N23,2020.0,February,26
Shuree,05N23S,2011.0,February,14
Shuree,05N23S,2012.0,February,15
Shuree,05N23S,2013.0,February,16
Shuree,05N23S,2014.0,February,7
Shuree,05N23S,2015.0,February,20
Shuree,05N23S,2016.0,February,26
Shuree,05N23S,2017.0,February,35
Shuree,05N23S,2018.0,February,1
Shuree,05N23S,2019.0,February,21
Shuree,05N23S,2020.0,February,27
Sierra Blanca,05R01S,2003.0,February,23
Sierra Blanca,05R01S,2004.0,February,10
Sierra Blanca,05R01S,2005.0,February,37
Sierra Blanca,05R01S,2008.0,February,17
Sierra Blanca,05R01S,2009.0,February,26
Sierra Blanca,05R01S,2010.0,February,64
Sierra Blanca,05R01S,2011.0,February,20
Sierra Blanca,05R01S,2012.0,February,35
Sierra Blanca,05R01S,2013.0,February,34
Sierra Blanca,05R01S,2014.0,February,12
Sierra Blanca,05R01S,2015.0,February,26
Sierra Blanca,05R01S,2016.0,February,48
Sierra Blanca,05R01S,2017.0,February,22
Sierra Blanca,05R01S,2018.0,February,1
Sierra Blanca,05R01S,2019.0,February,14
Sierra Blanca,05R01S,2020.0,February,14
Signal Peak,08T01S,2002.0,February,14
Signal Peak,08T01S,2003.0,February,7
Signal Peak,08T01S,2004.0,February,11
Signal Peak,08T01S,2005.0,February,14
Signal Peak,08T01S,2006.0,February,1
Signal Peak,08T01S,2007.0,February,24
Signal Peak,08T01S,2008.0,February,6
Signal Peak,08T01S,2009.0,February,5
Signal Peak,08T01S,2010.0,February,32
Signal Peak,08T01S,2011.0,February,4
Signal Peak,08T01S,2012.0,February,18
Signal Peak,08T01S,2013.0,February,9
Signal Peak,08T01S,2014.0,February,0
Signal Peak,08T01S,2015.0,February,9
Signal Peak,08T01S,2016.0,February,14
Signal Peak,08T01S,2017.0,February,12
Signal Peak,08T01S,2018.0,February,0
Signal Peak,08T01S,2019.0,February,0
Signal Peak,08T01S,2020.0,February,0
Silver Creek Divide,08S08S,2002.0,February,20
Silver Creek Divide,08S08S,2003.0,February,11
Silver Creek Divide,08S08S,2004.0,February,17
Silver Creek Divide,08S08S,2005.0,February,24
Silver Creek Divide,08S08S,2006.0,February,2
Silver Creek Divide,08S08S,2008.0,February,23
Silver Creek Divide,08S08S,2009.0,February,14
Silver Creek Divide,08S08S,2010.0,February,44
Silver Creek Divide,08S08S,2011.0,February,11
Silver Creek Divide,08S08S,2012.0,February,19
Silver Creek Divide,08S08S,2013.0,February,14
Silver Creek Divide,08S08S,2014.0,February,7
Silver Creek Divide,08S08S,2015.0,February,13
Silver Creek Divide,08S08S,2016.0,February,20
Silver Creek Divide,08S08S,2017.0,February,29
Silver Creek Divide,08S08S,2018.0,February,5
Silver Creek Divide,08S08S,2019.0,February,20
Silver Creek Divide,08S08S,2020.0,February,22
State Line,09S08,1938.0,February,1
State Line,09S08,1939.0,February,17
State Line,09S08,1940.0,February,6
State Line,09S08,1941.0,February,26
State Line,09S08,1942.0,February,13
State Line,09S08,1943.0,February,14
State Line,09S08,1944.0,February,9
State Line,09S08,1945.0,February,21
State Line,09S08,1946.0,February,6
State Line,09S08,1947.0,February,7
State Line,09S08,1948.0,February,6
State Line,09S08,1949.0,February,29
State Line,09S08,1950.0,February,5
State Line,09S08,1951.0,February,10
State Line,09S08,1952.0,February,6
State Line,09S08,1953.0,February,3
State Line,09S08,1954.0,February,6
State Line,09S08,1955.0,February,14
State Line,09S08,1956.0,February,13
State Line,09S08,1957.0,February,10
State Line,09S08,1958.0,February,4
State Line,09S08,1959.0,February,0
State Line,09S08,1960.0,February,22
State Line,09S08,1961.0,February,10
State Line,09S08,1962.0,February,24
State Line,09S08,1963.0,February,8
State Line,09S08,1964.0,February,4
State Line,09S08,1965.0,February,9
State Line,09S08,1966.0,February,26
State Line,09S08,1967.0,February,0
State Line,09S08,1968.0,February,34
State Line,09S08,1969.0,February,9
State Line,09S08,1970.0,February,0
State Line,09S08,1971.0,February,0
State Line,09S08,1972.0,February,5
State Line,09S08,1973.0,February,13
State Line,09S08,1974.0,February,10
State Line,09S08,1975.0,February,14
State Line,09S08,1976.0,February,5
State Line,09S08,1977.0,February,2
State Line,09S08,1978.0,February,13
State Line,09S08,1979.0,February,30
State Line,09S08,1980.0,February,16
State Line,09S08,1981.0,February,0
State Line,09S08,1982.0,February,7
State Line,09S08,1983.0,February,21
State Line,09S08,1984.0,February,4
State Line,09S08,1985.0,February,26
State Line,09S08,1986.0,February,0
State Line,09S08,1987.0,February,15
State Line,09S08,1988.0,February,22
State Line,09S08,1989.0,February,9
State Line,09S08,1990.0,February,1
State Line,09S08,1991.0,February,13
State Line,09S08,1992.0,February,17
State Line,09S08,1993.0,February,18
State Line,09S08,1994.0,February,2
State Line,09S08,1995.0,February,17
State Line,09S08,1996.0,February,1
State Line,09S08,1997.0,February,12
State Line,09S08,1998.0,February,15
State Line,09S08,1999.0,February,1
State Line,09S08,2000.0,February,0
State Line,09S08,2001.0,February,10
State Line,09S08,2002.0,February,7
State Line,09S08,2003.0,February,0
State Line,09S08,2004.0,February,4
State Line,09S08,2005.0,February,5
State Line,09S08,2006.0,February,1
State Line,09S08,2007.0,February,10
State Line,09S08,2008.0,February,10
State Line,09S08,2009.0,February,8
State Line,09S08,2010.0,February,34
State Line,09S08,2011.0,February,6
State Line,09S08,2012.0,February,15
State Line,09S08,2013.0,February,3
State Line,09S08,2014.0,February,2
State Line,09S08,2015.0,February,4
State Line,09S08,2016.0,February,10
State Line,09S08,2017.0,February,8
State Line,09S08,2018.0,February,0
Taos Canyon,05N02,1940.0,February,16
Taos Canyon,05N02,1941.0,February,32
Taos Canyon,05N02,1942.0,February,15
Taos Canyon,05N02,1943.0,February,16
Taos Canyon,05N02,1944.0,February,22
Taos Canyon,05N02,1945.0,February,24
Taos Canyon,05N02,1946.0,February,12
Taos Canyon,05N02,1947.0,February,21
Taos Canyon,05N02,1948.0,February,19
Taos Canyon,05N02,1949.0,February,14
Taos Canyon,05N02,1950.0,February,15
Taos Canyon,05N02,1951.0,February,1
Taos Canyon,05N02,1952.0,February,22
Taos Canyon,05N02,1953.0,February,14
Taos Canyon,05N02,1954.0,February,12
Taos Canyon,05N02,1955.0,February,11
Taos Canyon,05N02,1956.0,February,18
Taos Canyon,05N02,1957.0,February,24
Taos Canyon,05N02,1958.0,February,13
Taos Canyon,05N02,1959.0,February,11
Taos Canyon,05N02,1960.0,February,18
Taos Canyon,05N02,1961.0,February,14
Taos Canyon,05N02,1962.0,February,13
Taos Canyon,05N02,1963.0,February,9
Taos Canyon,05N02,1964.0,February,8
Taos Canyon,05N02,1965.0,February,5
Taos Canyon,05N02,1966.0,February,17
Taos Canyon,05N02,1967.0,February,11
Taos Canyon,05N02,1968.0,February,14
Taos Canyon,05N02,1969.0,February,22
Taos Canyon,05N02,1970.0,February,7
Taos Canyon,05N02,1971.0,February,0
Taos Canyon,05N02,1972.0,February,8
Taos Canyon,05N02,1973.0,February,19
Taos Canyon,05N02,1974.0,February,23
Taos Canyon,05N02,1975.0,February,17
Taos Canyon,05N02,1976.0,February,22
Taos Canyon,05N02,1977.0,February,17
Taos Canyon,05N02,1978.0,February,13
Taos Canyon,05N02,1979.0,February,27
Taos Canyon,05N02,1980.0,February,16
Taos Canyon,05N02,1981.0,February,0
Taos Canyon,05N02,1982.0,February,13
Taos Canyon,05N02,1983.0,February,17
Taos Canyon,05N02,1984.0,February,29
Taos Canyon,05N02,1985.0,February,23
Taos Canyon,05N02,1986.0,February,10
Taos Canyon,05N02,1987.0,February,13
Taos Canyon,05N02,1988.0,February,15
Taos Canyon,05N02,1989.0,February,21
Taos Canyon,05N02,1990.0,February,14
Taos Canyon,05N02,1991.0,February,17
Taos Canyon,05N02,1992.0,February,20
Taos Canyon,05N02,1993.0,February,20
Taos Canyon,05N02,1994.0,February,18
Taos Canyon,05N02,1995.0,February,20
Taos Canyon,05N02,1996.0,February,11
Taos Canyon,05N02,1997.0,February,18
Taos Canyon,05N02,1998.0,February,13
Taos Canyon,05N02,1999.0,February,9
Taos Canyon,05N02,2000.0,February,0
Taos Canyon,05N02,2001.0,February,20
Taos Canyon,05N02,2002.0,February,12
Taos Canyon,05N02,2003.0,February,13
Taos Canyon,05N02,2004.0,February,14
Taos Canyon,05N02,2005.0,February,14
Taos Canyon,05N02,2006.0,February,4
Taos Canyon,05N02,2007.0,February,27
Taos Canyon,05N02,2008.0,February,22
Taos Canyon,05N02,2009.0,February,22
Taos Canyon,05N02,2010.0,February,20
Taos Canyon,05N02,2011.0,February,10
Taos Canyon,05N02,2012.0,February,14
Taos Canyon,05N02,2013.0,February,11
Taos Canyon,05N02,2014.0,February,6
Taos Canyon,05N02,2015.0,February,13
Taos Canyon,05N02,2016.0,February,23
Taos Canyon,05N02,2017.0,February,28
Taos Canyon,05N02,2018.0,February,5
Taos Canyon,05N02,2020.0,February,16
Taos Powderhorn,05N14,1974.0,February,51
Taos Powderhorn,05N14,1975.0,February,50
Taos Powderhorn,05N14,1976.0,February,46
Taos Powderhorn,05N14,1977.0,February,41
Taos Powderhorn,05N14,1978.0,February,46
Taos Powderhorn,05N14,1979.0,February,107
Taos Powderhorn,05N14,1980.0,February,60
Taos Powderhorn,05N14,1981.0,February,33
Taos Powderhorn,05N14,1982.0,February,45
Taos Powderhorn,05N14,1983.0,February,66
Taos Powderhorn,05N14,1989.0,February,68
Taos Powderhorn,05N14,1990.0,February,35
Taos Powderhorn,05N14,1991.0,February,69
Taos Powderhorn,05N14,1992.0,February,54
Taos Powderhorn,05N14,1993.0,February,90
Taos Powderhorn,05N14,1994.0,February,68
Taos Powderhorn,05N14,1995.0,February,83
Taos Powderhorn,05N14,1996.0,February,34
Taos Powderhorn,05N14,1997.0,February,80
Taos Powderhorn,05N14,1998.0,February,46
Taos Powderhorn,05N14,1999.0,February,50
Taos Powderhorn,05N14,2000.0,February,32
Taos Powderhorn,05N14,2001.0,February,50
Taos Powderhorn,05N14,2002.0,February,39
Taos Powderhorn,05N14,2003.0,February,45
Taos Powderhorn,05N14,2004.0,February,40
Taos Powderhorn,05N14,2005.0,February,52
Taos Powderhorn,05N14,2006.0,February,28
Taos Powderhorn,05N14,2007.0,February,61
Taos Powderhorn,05N14,2008.0,February,89
Taos Powderhorn,05N14,2009.0,February,74
Taos Powderhorn,05N14,2010.0,February,62
Taos Powderhorn,05N14,2011.0,February,35
Taos Powderhorn,05N14,2012.0,February,54
Taos Powderhorn,05N14,2013.0,February,53
Taos Powderhorn,05N14,2014.0,February,36
Taos Powderhorn,05N14,2015.0,February,39
Taos Powderhorn,05N14,2016.0,February,60
Taos Powderhorn,05N14,2017.0,February,81
Taos Powderhorn,05N14,2018.0,February,14
Taos Powderhorn,05N14,2020.0,February,58
Taos Powderhorn,05N14S,2011.0,February,36
Taos Powderhorn,05N14S,2012.0,February,47
Taos Powderhorn,05N14S,2013.0,February,36
Taos Powderhorn,05N14S,2014.0,February,27
Taos Powderhorn,05N14S,2015.0,February,41
Taos Powderhorn,05N14S,2016.0,February,47
Taos Powderhorn,05N14S,2017.0,February,62
Taos Powderhorn,05N14S,2018.0,February,8
Taos Powderhorn,05N14S,2019.0,February,35
Taos Powderhorn,05N14S,2020.0,February,42
Tres Ritos,05N04,1939.0,February,26
Tres Ritos,05N04,1940.0,February,15
Tres Ritos,05N04,1941.0,February,31
Tres Ritos,05N04,1942.0,February,22
Tres Ritos,05N04,1943.0,February,17
Tres Ritos,05N04,1944.0,February,27
Tres Ritos,05N04,1945.0,February,24
Tres Ritos,05N04,1946.0,February,13
Tres Ritos,05N04,1947.0,February,18
Tres Ritos,05N04,1948.0,February,20
Tres Ritos,05N04,1949.0,February,20
Tres Ritos,05N04,1950.0,February,17
Tres Ritos,05N04,1951.0,February,10
Tres Ritos,05N04,1952.0,February,20
Tres Ritos,05N04,1953.0,February,17
Tres Ritos,05N04,1954.0,February,15
Tres Ritos,05N04,1955.0,February,14
Tres Ritos,05N04,1956.0,February,17
Tres Ritos,05N04,1957.0,February,24
Tres Ritos,05N04,1958.0,February,20
Tres Ritos,05N04,1959.0,February,15
Tres Ritos,05N04,1960.0,February,20
Tres Ritos,05N04,1961.0,February,20
Tres Ritos,05N04,1962.0,February,18
Tres Ritos,05N04,1963.0,February,13
Tres Ritos,05N04,1964.0,February,13
Tres Ritos,05N04,1965.0,February,20
Tres Ritos,05N04,1966.0,February,13
Tres Ritos,05N04,1967.0,February,9
Tres Ritos,05N04,1968.0,February,14
Tres Ritos,05N04,1969.0,February,17
Tres Ritos,05N04,1970.0,February,9
Tres Ritos,05N04,1971.0,February,2
Tres Ritos,05N04,1972.0,February,10
Tres Ritos,05N04,1973.0,February,31
Tres Ritos,05N04,1974.0,February,21
Tres Ritos,05N04,1975.0,February,22
Tres Ritos,05N04,1976.0,February,20
Tres Ritos,05N04,1977.0,February,12
Tres Ritos,05N04,1978.0,February,10
Tres Ritos,05N04,1979.0,February,25
Tres Ritos,05N04,1980.0,February,14
Tres Ritos,05N04,1981.0,February,3
Tres Ritos,05N04,1982.0,February,16
Tres Ritos,05N04,1983.0,February,23
Tres Ritos,05N04,1984.0,February,26
Tres Ritos,05N04,1985.0,February,30
Tres Ritos,05N04,1986.0,February,8
Tres Ritos,05N04,1987.0,February,20
Tres Ritos,05N04,1988.0,February,21
Tres Ritos,05N04,1989.0,February,18
Tres Ritos,05N04,1990.0,February,16
Tres Ritos,05N04,1991.0,February,19
Tres Ritos,05N04,1992.0,February,23
Tres Ritos,05N04,1993.0,February,19
Tres Ritos,05N04,1994.0,February,15
Tres Ritos,05N04,1995.0,February,17
Tres Ritos,05N04,1996.0,February,18
Tres Ritos,05N04,1997.0,February,29
Tres Ritos,05N04,1998.0,February,21
Tres Ritos,05N04,1999.0,February,3
Tres Ritos,05N04,2000.0,February,8
Tres Ritos,05N04,2001.0,February,13
Tres Ritos,05N04,2002.0,February,14
Tres Ritos,05N04,2003.0,February,9
Tres Ritos,05N04,2004.0,February,13
Tres Ritos,05N04,2005.0,February,11
Tres Ritos,05N04,2006.0,February,10
Tres Ritos,05N04,2007.0,February,16
Tres Ritos,05N04,2009.0,February,18
Tres Ritos,05N04,2010.0,February,17
Tres Ritos,05N04,2011.0,February,8
Tres Ritos,05N04,2012.0,February,10
Tres Ritos,05N04,2013.0,February,18
Tres Ritos,05N04,2015.0,February,14
Tres Ritos,05N04,2016.0,February,26
Tres Ritos,05N04,2017.0,February,21
Tres Ritos,05N04,2018.0,February,2
Tres Ritos,05N04,2020.0,February,17
Tres Ritos,05N04S,2007.0,February,16
Tres Ritos,05N04S,2008.0,February,20
Tres Ritos,05N04S,2009.0,February,8
Tres Ritos,05N04S,2010.0,February,10
Tres Ritos,05N04S,2011.0,February,6
Tres Ritos,05N04S,2012.0,February,4
Tres Ritos,05N04S,2013.0,February,9
Tres Ritos,05N04S,2014.0,February,0
Tres Ritos,05N04S,2015.0,February,5
Tres Ritos,05N04S,2016.0,February,18
Tres Ritos,05N04S,2017.0,February,11
Tres Ritos,05N04S,2018.0,February,0
Tres Ritos,05N04S,2019.0,February,8
Tres Ritos,05N04S,2020.0,February,11
Vacas Locas,06N16S,2002.0,February,22
Vacas Locas,06N16S,2003.0,February,17
Vacas Locas,06N16S,2005.0,February,34
Vacas Locas,06N16S,2006.0,February,6
Vacas Locas,06N16S,2007.0,February,43
Vacas Locas,06N16S,2008.0,February,40
Vacas Locas,06N16S,2009.0,February,28
Vacas Locas,06N16S,2010.0,February,36
Vacas Locas,06N16S,2011.0,February,25
Vacas Locas,06N16S,2012.0,February,29
Vacas Locas,06N16S,2013.0,February,21
Vacas Locas,06N16S,2014.0,February,15
Vacas Locas,06N16S,2015.0,February,33
Vacas Locas,06N16S,2016.0,February,35
Vacas Locas,06N16S,2017.0,February,41
Vacas Locas,06N16S,2018.0,February,9
Vacas Locas,06N16S,2019.0,February,29
Vacas Locas,06N16S,2020.0,February,31
Wesner Springs,05P08S,2002.0,February,36
Wesner Springs,05P08S,2003.0,February,30
Wesner Springs,05P08S,2004.0,February,20
Wesner Springs,05P08S,2005.0,February,48
Wesner Springs,05P08S,2006.0,February,4
Wesner Springs,05P08S,2007.0,February,43
Wesner Springs,05P08S,2008.0,February,49
Wesner Springs,05P08S,2009.0,February,30
Wesner Springs,05P08S,2010.0,February,40
Wesner Springs,05P08S,2011.0,February,25
Wesner Springs,05P08S,2012.0,February,33
Wesner Springs,05P08S,2013.0,February,21
Wesner Springs,05P08S,2014.0,February,17
